District,Year,Rice_Area,Rice_Production,Rice_Yield,Groundnut_Area,Groundnut_Production,Groundnut_Yield,Jowar_Area,Jowar_Production,Jowar_Yield,Bajra_Area,Bajra_Production,Bajra_Yield,Maize_Area,Maize_Production,Maize_Yield,Total_Area,Rice_weight,Groundnut_weight,Jowar_weight,Bajra_weight,Maize_weight,GW_Jan,GW_May,GW_Annual_Mean,GW_Max_Depth,Crop_Water_Stress_Index
Erode,2017,10768.0,54457.0,5.05729940564636,18993.0,45304.0,2.385299847312168,124.0,135.0,1.0887096774193548,269.0,599.0,2.2267657992565058,18209.0,121425.0,6.668405733428524,48363.0,0.2226495461406447,0.39271757335152907,0.002563943510534913,0.005562103260757191,0.37650683373653415,12.94,13.12,12.55090909090909,13.4,1405.169240948659
Erode,2018,35561.0,176560.0,4.964989735946683,18843.0,38049.0,2.0192644483362523,44.0,54.0,1.2272727272727273,175.0,483.0,2.76,14541.0,117400.0,8.073722577539371,69164.0,0.5141547625932567,0.2724394193511075,0.0006361691053149037,0.002530218032502458,0.21023943091781852,10.42,10.81,10.43090909090909,11.77,1811.571048522353
Erode,2019,34567.0,157592.0,4.559030289003963,17991.0,35599.0,1.978711578011228,3.0,4.0,1.3333333333333333,107.0,293.0,2.7383177570093458,15040.0,124835.0,8.300199468085106,67708.0,0.510530513380989,0.26571453890234537,4.43079104389437e-05,0.0015803154723223252,0.22213032433390442,8.08,9.74,8.916363636363636,11.16,1809.260353281739
Erode,2020,29150.0,142904.0,4.902367066895369,19706.0,41187.0,2.090074089109916,67.0,72.0,1.0746268656716418,177.0,413.0,2.333333333333333,16022.0,158355.0,9.883597553364124,65122.0,0.4476213875495224,0.30260127145972177,0.0010288381806455576,0.0027179754921531894,0.24603052731795708,7.02,8.91,8.121666666666666,9.41,1718.6987500383893
Erode,2021,30451.0,122551.0,4.024531214081639,20584.0,47428.0,2.3041197046249517,63.0,61.0,0.9682539682539684,173.0,424.0,2.450867052023121,15912.0,147375.0,9.2618778280543,67183.0,0.45325454356012684,0.3063870324338002,0.0009377372251908965,0.002575056189809922,0.23684563059107214,7.23,8.88,7.967272727272728,9.45,1725.4245865769615
Erode,2022,31062.0,131717.0,4.240454574721524,19745.0,34213.0,1.7327424664472018,1.0,1.0,1.0,99.0,249.0,2.515151515151515,15995.0,137434.0,8.592310096905283,66902.0,0.46429105258437714,0.2951331798750411,1.4947236256016262e-05,0.00147977638934561,0.2390810439149801,4.61,4.98,4.7736363636363635,5.99,1743.3604376550775
Kallakurichi,2020,61615.0,235832.0,3.827509535015824,6094.0,13432.0,2.20413521496554,2.0,2.0,1.0,19259.0,42442.0,2.203748896619762,17771.0,144698.0,8.142366777333859,104741.0,0.5882605665403233,0.05818160987578885,1.9094719355362275e-05,0.18387260003246103,0.1696661288320715,12.47,12.47,11.027500000000002,12.47,1805.9947871416164
Kallakurichi,2021,64327.0,249876.0,3.8844653100564304,8047.0,23180.0,2.880576612402137,4.0,4.0,1.0,19569.0,32010.0,1.6357504215851602,18790.0,148539.0,7.905215540180947,110737.0,0.5808988865510173,0.0726676720517984,3.612162149958912e-05,0.17671600278136484,0.16968131699431988,2.94,6.26,5.159090909090909,6.94,1799.2441550701215
Kallakurichi,2022,60020.0,234359.0,3.904681772742419,6833.0,17716.0,2.592711839601932,18.0,15.0,0.8333333333333334,10408.0,17472.0,1.6787086856264413,25427.0,200369.0,7.880166751877925,102706.0,0.5843865012754854,0.06652970615153934,0.0001752575312055771,0.10133779915486923,0.24757073588690048,3.22,5.97,4.405454545454545,5.97,1865.238642338325
Kanchipuram,2011,90419.0,395412.0,4.373107422112609,16305.0,62336.0,3.823121741796995,0.0,,,56.0,125.0,2.232142857142857,39.0,224.0,5.743589743589744,106819.0,0.8464692610865108,0.15264138402344152,0.0,0.0005242513036070362,0.00036510358644061447,2.66,4.39,3.5170000000000003,4.65,2269.4623615648898
Kanchipuram,2012,77784.0,344875.0,4.43375244266173,15992.0,57245.0,3.579602301150575,0.0,,,0.0,,,7.0,25.0,3.571428571428572,93783.0,0.8294040497744793,0.17052130983227237,0.0,0.0,7.464039324824329e-05,1.5197297297297296,1.7986486486486486,1.9032432432432431,2.2867567567567564,2244.121002740369
Kanchipuram,2013,85564.0,391837.0,4.579460988266093,12520.0,47024.0,3.7559105431309914,29.0,58.0,2.0,74.0,160.0,2.1621621621621623,29.0,183.0,6.310344827586207,98216.0,0.871181884825283,0.12747413863321658,0.00029526757351144416,0.0007534413944774782,0.00029526757351144416,2.3564864864864865,2.6354054054054052,2.74,3.1235135135135135,2306.2912356438865
Kanchipuram,2014,61881.0,289904.0,4.684862881983161,10910.0,39932.0,3.66012832263978,37.0,77.0,2.081081081081081,21.0,64.0,3.0476190476190474,3.0,22.0,7.333333333333333,72852.0,0.8494070169659035,0.14975566902761764,0.0005078789875363751,0.0002882556415746994,4.1179377367814196e-05,3.193243243243243,3.472162162162162,3.5767567567567564,3.9602702702702697,2273.7934442431233
Kanchipuram,2015,97738.0,415302.0,4.249135443737338,11054.0,34145.0,3.0889270852180206,15.0,16.0,1.0666666666666669,4.0,10.0,2.5,3.0,21.0,7.0,108814.0,0.8982116271803261,0.10158619295311265,0.00013784990901906006,3.6759975738416014e-05,2.756998180381201e-05,4.03,6.55,5.382727272727273,6.86,2347.259543808701
Kanchipuram,2016,72617.0,288044.0,3.966619386645001,9634.0,32133.0,3.3353747145526262,3.0,1.0,0.3333333333333333,97.0,206.0,2.1237113402061856,17.0,74.0,4.352941176470588,82368.0,0.8816166472416472,0.11696289821289821,3.642191142191142e-05,0.0011776418026418027,0.0002063908313908314,2.2,3.88,3.524545454545455,4.07,2321.7487373737376
Kanchipuram,2017,90614.0,394576.0,4.354470611605271,10388.0,39238.0,3.7772429726607615,6.0,7.0,1.1666666666666667,43.0,95.0,2.2093023255813957,0.0,,,101051.0,0.8967155198859982,0.10279957645149479,5.937595867433276e-05,0.0004255277038327181,0.0,3.61,6.22,4.406363636363636,6.22,2344.8001504190956
Kanchipuram,2018,70375.0,328157.0,4.662976909413854,13976.0,59359.0,4.247209502003434,27.0,32.0,1.1851851851851851,9.0,23.0,2.555555555555556,3.0,29.0,9.666666666666666,84390.0,0.8339258205948572,0.16561203934115418,0.0003199431212228937,0.0001066477070742979,3.554923569143263e-05,2.5,4.51,4.3518181818181825,5.65,2250.7358691788127
Kanchipuram,2019,87329.0,433336.0,4.962108806925534,10192.0,50163.0,4.921801412872841,4.0,5.0,1.25,2.0,6.0,3.0,4.0,30.0,7.5,97531.0,0.8953973608391178,0.10450010765807795,4.1012601121694644e-05,2.0506300560847322e-05,4.1012601121694644e-05,4.22,6.08,4.9381818181818184,6.37,2343.0796362182277
Kanchipuram,2020,47739.0,185427.0,3.884182743668698,2421.0,8129.0,3.3577034283353986,0.0,,,2.0,2.0,1.0,0.0,,,50162.0,0.9516965033292133,0.04826362585223875,0.0,3.987081854790479e-05,0.0,2.45,4.92,3.4933333333333336,5.06,2427.5208325026915
Kanchipuram,2021,50993.0,188834.0,3.703135724511208,2119.0,6245.0,2.947144879660217,0.0,,,0.0,,,6.0,51.0,8.5,53118.0,0.9599947287171957,0.0398923152227117,0.0,0.0,0.00011295606009262397,1.46,3.4,2.13,3.4,2440.014684287812
Kanchipuram,2022,51950.0,193683.0,3.7282579403272376,1770.0,5318.0,3.004519774011299,0.0,,,0.0,,,2.0,14.0,7.0,53722.0,0.9670153754513979,0.03294739585272328,0.0,0.0,3.7228695878783365e-05,1.46,2.77,2.1681818181818184,2.88,2450.530508916273
Kanniyakumari,2011,16617.0,90110.0,5.422759824276343,15.0,33.0,2.2,0.0,,,0.0,,,0.0,,,16632.0,0.9990981240981242,0.0009018759018759019,0.0,0.0,0.0,4.4,5.42,5.4159999999999995,6.26,2498.6471861471864
Kanniyakumari,2012,12412.0,57882.0,4.663390267483081,31.0,59.0,1.903225806451613,0.0,,,0.0,,,0.0,,,12443.0,0.9975086393956442,0.002491360604355863,0.0,0.0,0.0,4.95,6.17,6.065,6.9,2496.2629590934666
Kanniyakumari,2013,13619.0,66703.0,4.897789852412071,28.0,80.0,2.857142857142857,0.0,,,0.0,,,0.0,,,13647.0,0.9979482670183923,0.0020517329816076794,0.0,0.0,0.0,6.51,8.23,6.9941666666666675,8.23,2496.9224005275883
Kanniyakumari,2014,13176.0,66943.0,5.080676988463874,14.0,39.0,2.7857142857142856,4.0,8.0,2.0,0.0,,,22.0,180.0,8.181818181818182,13216.0,0.9969733656174334,0.001059322033898305,0.0003026634382566586,0.0,0.0016646489104116223,4.65,5.58,5.3500000000000005,6.82,2495.702179176755
Kanniyakumari,2015,12957.0,55789.0,4.305703480744,14.0,36.0,2.571428571428572,0.0,,,0.0,,,53.0,374.0,7.056603773584905,13024.0,0.9948556511056511,0.001074938574938575,0.0,0.0,0.004069410319410319,5.56,4.49,4.79,6.39,2493.097358722359
Kanniyakumari,2016,12156.0,48670.0,4.003784139519579,30.0,58.0,1.9333333333333331,0.0,,,0.0,,,47.0,135.0,2.872340425531915,12233.0,0.9937055505599608,0.0024523828987165863,0.0,0.0,0.003842066541322652,4.04,4.36,4.751818181818182,5.55,2491.326739148206
Kanniyakumari,2017,9628.0,33034.0,3.431034482758621,10.0,34.0,3.4,1.0,1.0,1.0,0.0,,,5.0,36.0,7.2,9644.0,0.9983409373703858,0.0010369141435089175,0.00010369141435089174,0.0,0.0005184570717544588,6.57,8.81,7.336363636363637,8.81,2497.5839900456244
Kanniyakumari,2018,11955.0,47569.0,3.979004600585529,29.0,64.0,2.206896551724138,0.0,,,0.0,,,6.0,46.0,7.666666666666667,11990.0,0.9970809007506255,0.0024186822351959965,0.0,0.0,0.000500417014178482,5.29,6.15,5.390909090909091,6.76,2495.721434528774
Kanniyakumari,2019,10970.0,43804.0,3.993072014585232,4.0,10.0,2.5,0.0,,,0.0,,,6.0,49.0,8.166666666666666,10980.0,0.9990892531876139,0.00036429872495446266,0.0,0.0,0.000546448087431694,5.88,7.61,6.1481818181818175,7.61,2498.7431693989074
Kanniyakumari,2020,11577.0,48752.0,4.211108231838991,17.0,36.0,2.117647058823529,0.0,,,0.0,,,0.0,,,11594.0,0.998533724340176,0.001466275659824047,0.0,0.0,0.0,5.71,5.84,5.7525,6.94,2497.800586510264
Kanniyakumari,2021,11461.0,42836.0,3.737544716865893,10.0,22.0,2.2,0.0,,,0.0,,,0.0,,,11471.0,0.9991282364222823,0.000871763577717723,0.0,0.0,0.0,5.62,3.66,5.180909090909091,7.0,2498.6923546334233
Kanniyakumari,2022,11170.0,41503.0,3.7155774395702776,15.0,33.0,2.2,0.0,,,0.0,,,0.0,,,11185.0,0.9986589181940099,0.0013410818059901655,0.0,0.0,0.0,5.35,4.86,5.409090909090909,6.94,2497.988377291015
Karur,2011,17090.0,65737.0,3.846518431831481,7228.0,19038.0,2.633923630326508,16059.0,14882.0,0.9267077651161344,1559.0,2666.0,1.7100705580500322,1354.0,7727.0,5.706794682422452,43290.0,0.3947793947793948,0.16696696696696697,0.370963270963271,0.036012936012936016,0.03127743127743128,5.26,7.33,6.897,8.18,1465.5278355278354
Karur,2012,10907.0,44073.0,4.040799486568259,3953.0,10725.0,2.7131292689096886,0.0,,,0.0,,,1239.0,4349.0,3.510088781275222,16099.0,0.6774954966146965,0.2455432014410833,0.0,0.0,0.07696130194422014,6.31,8.06,7.334166666666667,8.36,2031.635505310889
Karur,2013,12565.0,69898.0,5.562912853163549,2240.0,7185.0,3.2075892857142856,21225.0,26595.0,1.2530035335689047,850.0,1901.0,2.236470588235294,1804.0,11262.0,6.24279379157428,38684.0,0.3248112914900217,0.05790507703443284,0.5486764553820701,0.02197290869610175,0.04663426739737359,7.57,10.56,8.7475,10.56,1318.757108882225
Karur,2014,13445.0,68608.0,5.102863518036445,4594.0,11331.0,2.466478014801916,25985.0,47497.0,1.827862228208582,521.0,864.0,1.6583493282149713,2327.0,18884.0,8.115169746454663,46872.0,0.2868450247482506,0.0980116060761222,0.5543821471240826,0.011115378050861921,0.04964584400068271,8.19,9.4,8.540833333333333,9.4,1267.2128349547704
Karur,2015,13276.0,52886.0,3.9835793913829463,4385.0,12245.0,2.7924743443557585,17559.0,8725.0,0.49689617859787,828.0,1398.0,1.6884057971014492,2389.0,17142.0,7.175387191293428,38437.0,0.34539636287951714,0.11408278481671306,0.45682545464006036,0.021541743632437497,0.06215365403127195,6.63,7.44,7.474545454545455,8.71,1380.5525925540494
Karur,2016,3672.0,10792.0,2.9389978213507626,1574.0,3634.0,2.308767471410419,7194.0,3512.0,0.4881845982763414,233.0,627.0,2.6909871244635197,410.0,1742.0,4.248780487804878,13083.0,0.2806695711992662,0.12030879767637392,0.5498738821371245,0.01780937093938699,0.03133837804784835,4.83,5.15,6.131818181818182,7.49,1251.6242452036995
Karur,2017,11193.0,42358.0,3.784329491646565,3078.0,7958.0,2.585445094217024,19053.0,4551.0,0.2388600220437726,450.0,997.0,2.2155555555555555,2025.0,14446.0,7.133827160493827,35799.0,0.3126623648705271,0.08598005530880751,0.5322215704349283,0.01257018352467946,0.05656582586105757,7.69,8.24,7.22,8.84,1313.098131232716
Karur,2018,11392.0,39560.0,3.4726123595505616,1427.0,4416.0,3.094604064470918,19738.0,12276.0,0.6219475124126052,339.0,823.0,2.4277286135693217,1124.0,7936.0,7.06049822064057,34020.0,0.3348618459729571,0.04194591416813639,0.5801881246325691,0.009964726631393299,0.03303938859494415,5.4,6.36,6.124545454545455,6.65,1328.8653733098179
Karur,2019,11130.0,38997.0,3.5037735849056606,1025.0,2940.0,2.868292682926829,26191.0,12004.0,0.4583253789469665,519.0,1417.0,2.7302504816955686,913.0,6487.0,7.1051478641840085,39778.0,0.27980290612901604,0.02576801246920408,0.6584292825179747,0.013047413142943335,0.022952385740861784,6.32,7.27,6.948181818181819,8.11,1218.937603700538
Karur,2020,13009.0,36747.0,2.824736720731801,2441.0,5831.0,2.388775092175338,22425.0,16962.0,0.7563879598662208,285.0,548.0,1.92280701754386,1026.0,6052.0,5.898635477582846,39186.0,0.33198080947277087,0.06229265554024396,0.5722707089266574,0.007273005665288624,0.026182820395039046,6.09,7.23,5.775833333333334,7.23,1327.1627622109936
Karur,2021,14959.0,45764.0,3.059295407447022,3521.0,11166.0,3.1712581652939504,23911.0,9159.0,0.3830454602484212,228.0,528.0,2.3157894736842106,842.0,5637.0,6.694774346793349,43461.0,0.3441936448770162,0.08101516301971882,0.550171418052967,0.005246082694829847,0.019373691355468122,3.27,5.27,4.6854545454545455,5.59,1351.96613055383
Karur,2022,14848.0,57681.0,3.884765625,3331.0,8479.0,2.5454818372861,21789.0,13374.0,0.6137959520859149,266.0,601.0,2.259398496240601,1000.0,6326.0,6.326,41234.0,0.3600911868846098,0.08078284910510744,0.528423145947519,0.006450987049522239,0.0242518310132415,3.57,4.31,4.049090909090909,4.6,1382.589610515594
Krishnagiri,2011,20111.0,91443.0,4.546914623837701,15609.0,48194.0,3.0875776795438528,4205.0,10715.0,2.5481569560047563,337.0,749.0,2.222551928783383,948.0,5418.0,5.715189873417722,41210.0,0.48801261829653,0.37876728949284155,0.10203834020868721,0.008177626789614171,0.023004125212327104,6.1,6.74,6.5760000000000005,7.54,1701.1016743508856
Krishnagiri,2012,17753.0,72186.0,4.066129668225089,16505.0,34859.0,2.1120266585883067,0.0,,,0.0,,,981.0,3418.0,3.484199796126401,35239.0,0.5037884162433667,0.46837310933908455,0.0,0.0,0.027838474417548737,5.55,8.02,7.340833333333333,8.99,1761.2503192485597
Krishnagiri,2013,29704.0,143404.0,4.827767304066793,13006.0,34670.0,2.6656927571889897,4980.0,7136.0,1.4329317269076305,508.0,1579.0,3.108267716535433,3438.0,22231.0,6.466259453170448,51636.0,0.5752575722364242,0.25187853435587576,0.0964443411573321,0.009838097451390504,0.06658145479897745,7.17,9.17,8.975833333333332,22.68,1841.3664884963978
Krishnagiri,2014,19264.0,94094.0,4.884447674418604,12419.0,26131.0,2.104114663016346,4415.0,9194.0,2.082446206115516,268.0,813.0,3.033582089552239,4215.0,35613.0,8.449110320284698,40581.0,0.47470491116532365,0.3060299154776866,0.10879475616667898,0.006604075799019246,0.10386634139129149,5.28,8.32,8.724166666666667,23.18,1696.2297626968284
Krishnagiri,2015,22805.0,102306.0,4.486121464591099,12588.0,28596.0,2.2716873212583413,4258.0,7502.0,1.7618600281822452,517.0,1391.0,2.6905222437137333,3822.0,27733.0,7.2561486132914705,43990.0,0.5184132757444874,0.28615594453284837,0.09679472607410775,0.01175267106160491,0.08688338258695158,6.52,6.9,7.223636363636363,8.59,1758.9065696749262
Krishnagiri,2016,15987.0,69583.0,4.352473885031588,13329.0,24650.0,1.8493510390877037,2618.0,3182.0,1.215431627196333,532.0,1541.0,2.8966165413533838,2845.0,11709.0,4.115641476274165,35311.0,0.4527484353317663,0.3774744413922007,0.07414120245815752,0.015066126702727195,0.08056979411514825,5.5,8.11,7.53,9.79,1663.9545750615953
Krishnagiri,2017,24885.0,118038.0,4.74333936106088,10490.0,32621.0,3.109723546234509,3961.0,7108.0,1.7944963393082556,622.0,1463.0,2.352090032154341,3112.0,26781.0,8.605719794344473,43070.0,0.5777803575574646,0.24355700023218016,0.09196656605525888,0.014441606686788948,0.07225446946830741,8.99,11.58,9.356363636363637,11.58,1844.8664964012073
Krishnagiri,2018,22961.0,112614.0,4.9045773267714825,11285.0,38603.0,3.4207354895879485,4829.0,8145.0,1.6866846137916751,756.0,2134.0,2.822751322751323,3238.0,24199.0,7.473440395305745,43069.0,0.5331212705193991,0.2620214075088811,0.11212240822865634,0.017553228540249367,0.07518168520281408,7.39,8.06,8.047272727272729,8.47,1770.5495832269148
Krishnagiri,2019,23568.0,110688.0,4.696537678207739,8235.0,27423.0,3.330054644808744,4894.0,7029.0,1.4362484675112384,430.0,1194.0,2.7767441860465114,992.0,8092.0,8.15725806451613,38119.0,0.6182743513733309,0.21603399879325272,0.12838741834780557,0.011280463810698077,0.026023767674912775,8.66,9.49,9.167272727272728,9.86,1887.3317768042182
Krishnagiri,2020,25333.0,121393.0,4.791891998578929,14813.0,52238.0,3.5264969958819954,4479.0,7853.0,1.753293145791471,706.0,1861.0,2.6359773371104818,933.0,5801.0,6.217577706323687,46264.0,0.5475747881722289,0.3201841604703441,0.09681393740273214,0.015260245547293792,0.020166868407401003,8.3,9.11,8.776666666666667,9.11,1787.1952273906275
Krishnagiri,2021,28403.0,118901.0,4.186212724008027,14683.0,39816.0,2.711707416740448,4332.0,7359.0,1.698753462603878,897.0,2241.0,2.4983277591973243,1259.0,8190.0,6.5051628276409845,49574.0,0.5729414612498487,0.29618348327752453,0.08738451607697584,0.018094162262476298,0.02539637713317465,8.0,9.39,8.512727272727274,9.65,1827.4196151208296
Krishnagiri,2022,30484.0,133006.0,4.363141320036741,13420.0,37463.0,2.791579731743666,4227.0,5616.0,1.3286018452803408,709.0,1925.0,2.7150916784203103,1193.0,9821.0,8.232187761944678,50033.0,0.6092778766014431,0.26822297283792695,0.08448424040133512,0.014170647372733996,0.02384426278656087,6.13,6.62,4.638181818181818,6.83,1884.8380069154355
Madurai,2011,65635.0,304235.0,4.63525558010208,3362.0,6386.0,1.8994646044021413,9554.0,15651.0,1.6381620263763867,4049.0,10843.0,2.67794517164732,5722.0,24586.0,4.29674938832576,88322.0,0.7431330812255157,0.0380652612033242,0.10817236928511582,0.045843617671701274,0.06478567061434297,2.82,4.5,4.2509999999999994,5.6,2067.6988745725866
Madurai,2012,18024.0,65000.0,3.6063027075011096,2319.0,4637.0,1.9995687796463992,0.0,,,0.0,,,7033.0,14740.0,2.095833925778473,27376.0,0.6583869082407948,0.08470923436586791,0.0,0.0,0.2569038573933372,3.05,4.75,5.3,7.02,2038.9611338398595
Madurai,2013,35268.0,163965.0,4.649115345355563,2100.0,4507.0,2.146190476190476,10490.0,20040.0,1.9103908484270733,2309.0,4311.0,1.867042009527934,8028.0,35765.0,4.455032386646736,58195.0,0.6060314460005155,0.036085574362058594,0.18025603574190222,0.03967694819142538,0.1379499957040983,6.88,8.4,8.083333333333334,9.07,1858.7541885041671
Madurai,2014,47717.0,197498.0,4.1389441917974725,2569.0,5456.0,2.1237835733748542,15523.0,39497.0,2.54441796044579,2229.0,5640.0,2.53028263795424,8181.0,52247.0,6.38638308275272,76219.0,0.6260512470643803,0.033705506501003686,0.2036631286162243,0.029244676524226243,0.1073354412941655,7.64,9.22,8.489166666666668,9.85,1881.8982143560002
Madurai,2015,55983.0,203670.0,3.638068699426612,2562.0,4398.0,1.7166276346604217,11362.0,21008.0,1.8489702517162472,1787.0,4824.0,2.6994963626189143,9895.0,60672.0,6.131581606872158,81589.0,0.6861586733505742,0.031401291840811876,0.13925896873353025,0.021902462341737244,0.12127860373334641,6.37,6.3,6.795454545454546,7.52,1998.5745627474294
Madurai,2016,10407.0,34120.0,3.278562506005573,1900.0,4448.0,2.3410526315789477,8855.0,11641.0,1.3146245059288535,1067.0,2445.0,2.2914714151827558,11864.0,17282.0,1.4566756574511126,34093.0,0.30525327779896166,0.05572991523186578,0.2597307365148271,0.03129674713284252,0.34798932332150295,5.65,7.5,7.380909090909091,8.42,1430.7805121285896
Madurai,2017,20928.0,84577.0,4.041332186544342,1774.0,5329.0,3.003945885005637,11834.0,31271.0,2.642470846712861,1614.0,4955.0,3.07001239157373,8788.0,59377.0,6.7565999089667725,44938.0,0.4657083092260448,0.03947661222128265,0.26334060260803777,0.03591615114157284,0.19555832480306198,9.14,9.34,9.02,10.34,1637.1222573323248
Madurai,2018,48461.0,200892.0,4.145436536596439,1765.0,4223.0,2.392634560906516,11023.0,17983.0,1.6314070579696998,763.0,2150.0,2.8178243774574048,14000.0,76893.0,5.492357142857143,76012.0,0.6375440719886334,0.023220017891911804,0.14501657633005316,0.010037888754407198,0.18418144503499448,8.16,9.28,8.394545454545455,9.54,1943.6246908382886
Madurai,2019,40468.0,165916.0,4.099930809528517,1807.0,5446.0,3.013835085777532,10825.0,22405.0,2.069745958429561,1046.0,3548.0,3.3919694072657744,15031.0,97735.0,6.50222872729692,69177.0,0.5849921216589329,0.026121398730792025,0.1564826459661448,0.015120632580192838,0.21728320106393745,6.93,8.55,8.030909090909091,9.1,1864.9276493632276
Madurai,2020,44602.0,179050.0,4.014393973364423,2548.0,7793.0,3.058477237048665,9440.0,16662.0,1.765042372881356,672.0,2157.0,3.2098214285714284,22299.0,107125.0,4.804027086416431,79561.0,0.5606012996317291,0.03202574125513757,0.11865109789972474,0.008446349342014303,0.28027551187139427,6.59,8.46,7.497916666666666,9.56,1856.2939128467465
Madurai,2021,59473.0,221627.0,3.726514552822289,2480.0,7571.0,3.052822580645161,9436.0,10749.0,1.1391479440440864,413.0,1194.0,2.891041162227603,21409.0,126529.0,5.910084543883413,93211.0,0.6380470116188004,0.02660630183132892,0.10123268712920148,0.004430807522717276,0.22968319189795197,4.43,6.29,5.344545454545455,6.29,1969.9788651554002
Madurai,2022,58486.0,229021.0,3.915826009643333,2355.0,7022.0,2.981740976645435,9312.0,16267.0,1.746885738831615,357.0,1017.0,2.8487394957983194,20607.0,107166.0,5.200465861115155,91117.0,0.6418780249569235,0.02584589044854418,0.10219827255067661,0.003918039443792047,0.22615977260006365,4.08,5.79,4.789090909090909,5.91,1975.0386865239198
Mayiladuthurai,2020,105922.0,340557.0,3.215167764959121,1188.0,4846.0,4.079124579124579,13.0,14.0,1.0769230769230769,0.0,,,33.0,237.0,7.181818181818182,107156.0,0.9884840792862742,0.011086640038821904,0.00012131845160327,0.0,0.0003079622233006085,1.66,1.66,1.66,1.66,2482.75131583859
Mayiladuthurai,2021,107803.0,375553.0,3.483697114180496,1075.0,3931.0,3.656744186046512,4.0,3.0,0.75,0.0,,,37.0,271.0,7.324324324324325,108919.0,0.9897538537812502,0.00986971969996052,3.672453841845775e-05,0.0,0.0003397019803707342,1.66,1.66,1.66,1.66,2484.687703706424
Mayiladuthurai,2022,106538.0,343053.0,3.2200060072462406,1017.0,4342.0,4.269419862340216,11.0,8.0,0.7272727272727273,0.0,,,20.0,141.0,7.05,107586.0,0.9902589556261967,0.009452902794043835,0.00010224378636625583,0.0,0.00018589779339319242,1.66,1.66,1.66,1.66,2485.394939862064
Nagapattinam,2011,170042.0,577026.0,3.393432210865551,2595.0,9965.0,3.840077071290944,0.0,,,0.0,,,17.0,97.0,5.705882352941177,172654.0,0.9848714770581626,0.01503006012024048,0.0,0.0,9.846282159695112e-05,5.45,3.48,3.045,5.45,2477.3269081515637
Nagapattinam,2012,142210.0,201553.0,1.417291329723648,1730.0,4968.0,2.871676300578035,0.0,,,0.0,,,30.0,104.0,3.466666666666667,143970.0,0.9877752309508926,0.012016392303952213,0.0,0.0,0.00020837674515524068,1.51,3.4,2.799166666666667,3.97,2481.70452177537
Nagapattinam,2013,154750.0,605329.0,3.911657512116317,1812.0,5818.0,3.2108167770419427,17.0,33.0,1.9411764705882355,5.0,10.0,2.0,22.0,139.0,6.318181818181818,156606.0,0.9881486022246913,0.011570437914256158,0.00010855267358849598,3.1927256937792936e-05,0.0001404799305262889,2.37,3.02,3.1266666666666665,3.87,2482.199277166903
Nagapattinam,2014,159499.0,579962.0,3.636148189016859,1601.0,5206.0,3.251717676452217,0.0,,,6.0,19.0,3.1666666666666665,29.0,217.0,7.482758620689655,161135.0,0.9898470226828435,0.009935768144723368,0.0,3.723585813138052e-05,0.00017997331430167252,2.14,3.31,2.985,4.37,2484.7841871722467
Nagapattinam,2015,163794.0,338260.0,2.065155011783093,1740.0,6471.0,3.7189655172413794,10.0,16.0,1.6,0.0,,,7.0,48.0,6.857142857142857,165551.0,0.9893869562853743,0.010510356325241164,6.04043466967883e-05,0.0,4.228304268775181e-05,2.06,2.61,2.5636363636363635,3.19,2484.0707697325897
Nagapattinam,2016,166312.0,263320.0,1.5832892395016596,1686.0,6189.0,3.670818505338078,2.0,1.0,0.5,0.0,,,5.0,6.0,1.2,168005.0,0.9899229189607452,0.010035415612630577,1.190440760691646e-05,0.0,2.976101901729115e-05,1.4,2.83,3.02,3.96,2484.8867593226396
Nagapattinam,2017,163888.0,447448.0,2.7302059943375965,1737.0,6699.0,3.856649395509499,0.0,,,0.0,,,13.0,89.0,6.846153846153846,165638.0,0.9894347915333438,0.0104867240609039,0.0,0.0,7.848440575230322e-05,3.67,4.63,4.59909090909091,6.41,2484.167884181166
Nagapattinam,2018,168240.0,568135.0,3.3769317641464576,1942.0,4088.0,2.105046343975283,0.0,,,0.0,,,14.0,97.0,6.928571428571429,170196.0,0.9885073679757456,0.0114103739218313,0.0,0.0,8.225810242308867e-05,5.2,4.88,4.370909090909091,5.25,2482.7775035841028
Nagapattinam,2019,169222.0,558609.0,3.301042417652551,2623.0,11432.0,4.358368280594739,1.0,1.0,1.0,0.0,,,37.0,307.0,8.297297297297296,171883.0,0.984518538773468,0.015260380607738985,5.817911020868847e-06,0.0,0.00021526270777214734,2.88,3.39,3.1181818181818177,3.81,2476.8191153284506
Nagapattinam,2020,73573.0,139248.0,1.892650836584073,1479.0,4774.0,3.227856659905341,0.0,,,0.0,,,0.0,,,75052.0,0.9802936630602782,0.01970633693972179,0.0,0.0,0.0,2.13,4.02,2.6579166666666665,4.02,2470.4404945904175
Nagapattinam,2021,78205.0,234300.0,2.9959721245444664,1467.0,5725.0,3.902522154055896,0.0,,,0.0,,,0.0,,,79672.0,0.9815870067275831,0.01841299327241691,0.0,0.0,0.0,1.83,3.05,2.497272727272727,3.05,2472.3805100913746
Nagapattinam,2022,84041.0,271882.0,3.235111433704977,1481.0,5171.0,3.4915597569209997,0.0,,,4.0,11.0,2.75,0.0,,,85526.0,0.9826368589668639,0.017316371629679864,0.0,4.676940345625891e-05,0.0,1.96,3.13,2.326363636363636,3.13,2473.927226808222
