District,Date,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,H_16,H_17,H_18,H_19,H_20,H_21,H_22,H_23,H_24,H_25,H_26,H_27,H_28,H_29,H_30,H_31
Dindigul,2019-07-01,0.013610061,-0.07698861,-0.1260635,0.0021307,-0.05738198,-0.031777162,-0.10116186,0.10940388,-0.08379103,-0.012801948,0.051295564,-0.107899606,0.06327783,-0.09975177,-0.046279665,0.028483799,0.03257332,0.069629095,-0.05428669,-0.04556733,0.026137037,0.10187121,0.12515213,0.026778089,0.043224964,-0.08866272,0.07080223,0.041013006,0.08208165,0.07783891,-0.087439194,0.03569183
Dindigul,2019-08-01,0.013492672,-0.0775017,-0.12740377,0.001411084,-0.056134194,-0.032506764,-0.10291571,0.110716596,-0.085185446,-0.012492856,0.05112915,-0.10896518,0.06384263,-0.100614995,-0.046409294,0.029137604,0.032465953,0.069309644,-0.055386297,-0.046426196,0.026878925,0.1030423,0.1267183,0.026222453,0.043363802,-0.08858934,0.071214244,0.041692946,0.082759395,0.077725224,-0.08813328,0.035554063
Dindigul,2019-09-01,0.013424385,-0.07826168,-0.12917624,0.0005777918,-0.054715507,-0.033461846,-0.10500487,0.11225837,-0.086943,-0.01212466,0.050938033,-0.110168315,0.064548336,-0.10164917,-0.046518438,0.0298446,0.03239483,0.068949424,-0.05680202,-0.04739232,0.027661907,0.10447223,0.12851408,0.025525006,0.043560892,-0.08859377,0.07196451,0.042398628,0.08356688,0.07768823,-0.0890874,0.035315607
Dindigul,2019-10-01,0.01343809,-0.07925124,-0.13083963,2.2915427e-05,-0.053725127,-0.034329973,-0.1065788,0.113463506,-0.088337995,-0.011853986,0.050812908,-0.11102939,0.06518752,-0.10236443,-0.046554424,0.030250859,0.032353744,0.068811096,-0.05803613,-0.048123546,0.028103404,0.10555465,0.12982897,0.02490718,0.04379701,-0.08869586,0.07300654,0.04277838,0.08416343,0.07776018,-0.09004804,0.034997843
Dindigul,2019-11-01,0.01364359,-0.080609076,-0.13212655,0.0006777481,-0.055035908,-0.03457926,-0.10689051,0.11406269,-0.08864112,-0.012238904,0.051469427,-0.11149713,0.06586611,-0.1028507,-0.046910923,0.030068044,0.0326323,0.06989801,-0.05835503,-0.04819081,0.027692707,0.10602917,0.1302489,0.025246654,0.044258367,-0.08977363,0.074387304,0.04267183,0.084620506,0.07877515,-0.091103606,0.035073623
Dindigul,2020-01-01,0.013979206,-0.081443705,-0.13236158,0.0019909928,-0.057612386,-0.034175865,-0.105884485,0.11368231,-0.087895274,-0.012957551,0.052404407,-0.111236,0.0661372,-0.10287416,-0.047275532,0.029438874,0.033112668,0.07133703,-0.057734296,-0.04752153,0.026705228,0.10571899,0.12951891,0.02621703,0.044630736,-0.09113116,0.07534804,0.042106397,0.084666744,0.08008862,-0.09165001,0.035410233
Dindigul,2020-02-01,0.014280167,-0.08156052,-0.13201752,0.003155179,-0.060013812,-0.03354621,-0.10473726,0.11310737,-0.08707919,-0.013641102,0.053235874,-0.11087395,0.066168636,-0.10291774,-0.047582936,0.028989226,0.033662416,0.072464645,-0.056891166,-0.046714228,0.025881048,0.10533323,0.12866913,0.027306868,0.04486531,-0.09233213,0.07562331,0.041642647,0.084685795,0.08126717,-0.09176454,0.035916604
Dindigul,2020-03-01,0.014490656,-0.081661634,-0.13194354,0.004350036,-0.06262252,-0.032877177,-0.104178295,0.11317525,-0.086602986,-0.014464089,0.0543539,-0.11119366,0.06650038,-0.103571825,-0.04823504,0.02893939,0.034318622,0.07386848,-0.05611417,-0.04617614,0.025384508,0.10546584,0.12859838,0.028691739,0.045231584,-0.0938756,0.07563871,0.04166869,0.085192725,0.08274436,-0.092065,0.03679352
Dindigul,2020-04-01,0.014507428,-0.08117942,-0.1312954,0.004890833,-0.06379501,-0.032298855,-0.10362817,0.11295612,-0.086055376,-0.01485371,0.05481838,-0.1112088,0.06643156,-0.10374185,-0.048527777,0.028968545,0.0345881,0.07437077,-0.055414222,-0.045821417,0.025238762,0.10527984,0.12836064,0.029465783,0.04527797,-0.094391525,0.07501988,0.04173621,0.08530766,0.083233155,-0.09178315,0.037346683
Dindigul,2020-05-01,0.014368098,-0.08037357,-0.13030845,0.0048394813,-0.06363387,-0.031902652,-0.103126734,0.112503,-0.08549853,-0.01482648,0.05467129,-0.11093285,0.066046745,-0.10343186,-0.048471544,0.02899763,0.03447195,0.07408891,-0.054887466,-0.0456674,0.025353359,0.10482378,0.12797034,0.029594472,0.045056496,-0.09397727,0.07406383,0.04178433,0.08504067,0.08283361,-0.091094546,0.037506297
Dindigul,2020-06-01,0.014140121,-0.07958559,-0.12957197,0.0043069865,-0.06250759,-0.031823095,-0.103117526,0.11226087,-0.085342124,-0.014505045,0.05417397,-0.11076291,0.06566249,-0.103109375,-0.04826243,0.02916445,0.03414292,0.07333443,-0.05477366,-0.045826178,0.025752533,0.1045624,0.12788855,0.029232077,0.04474147,-0.09311054,0.073146515,0.041969903,0.08475467,0.08199386,-0.09043174,0.037396397
Dindigul,2020-07-01,0.013894549,-0.07897658,-0.12894613,0.0036093956,-0.060944065,-0.031918798,-0.10313245,0.11195596,-0.08522579,-0.0140308,0.05346185,-0.11045606,0.06523154,-0.10255025,-0.047906063,0.029219327,0.033656195,0.07239343,-0.054830704,-0.04607196,0.026131889,0.10420874,0.12772581,0.028557517,0.044378966,-0.091955185,0.07244667,0.042051423,0.084300354,0.08088637,-0.089794405,0.037032768
Dindigul,2020-08-01,0.0136099905,-0.07846497,-0.1306278,0.0008573783,-0.056042172,-0.033577934,-0.106850185,0.11398113,-0.08842876,-0.012655082,0.05203287,-0.11198081,0.065572396,-0.103848964,-0.04744762,0.030807633,0.033179432,0.06983043,-0.057291012,-0.047739834,0.028234083,0.10630923,0.13049838,0.026534809,0.044041894,-0.09031817,0.07202532,0.043408394,0.08516669,0.079297155,-0.09017798,0.0363485
Dindigul,2020-09-01,0.013416595,-0.07978823,-0.13239351,-0.00013728051,-0.053833276,-0.034735724,-0.10874467,0.11539819,-0.08985849,-0.012073991,0.05146627,-0.112947814,0.06621851,-0.10413262,-0.04728147,0.031231048,0.032669764,0.06935253,-0.05882198,-0.04894066,0.028970113,0.107207984,0.13208517,0.025302079,0.0442129,-0.08960708,0.073079936,0.043853194,0.08557834,0.07858702,-0.09107705,0.03570338
Dindigul,2020-10-01,0.013499925,-0.0808355,-0.1332382,-0.00022630345,-0.053402796,-0.035275687,-0.10885522,0.11537306,-0.09002557,-0.011873548,0.05121623,-0.11268233,0.066367686,-0.10373156,-0.04699911,0.030814808,0.03244723,0.06932337,-0.059390258,-0.0491137,0.028676707,0.10711518,0.13189776,0.024665156,0.044296753,-0.08940444,0.07432582,0.043427065,0.085331574,0.07836985,-0.09161588,0.035062663
Dindigul,2020-11-01,0.013797793,-0.081710175,-0.13370366,0.000462705,-0.054677784,-0.035296462,-0.108180344,0.11497605,-0.08970655,-0.0121652605,0.051569216,-0.11221342,0.06651393,-0.10349006,-0.046968777,0.030218553,0.03268977,0.070031784,-0.05931804,-0.048673928,0.027886974,0.10684852,0.13118519,0.024897356,0.04452723,-0.09011589,0.07552423,0.042768504,0.08516915,0.07906143,-0.09213093,0.034893375
Dindigul,2020-12-01,0.014267461,-0.08280228,-0.13415696,0.002386545,-0.05859798,-0.03464807,-0.10703995,0.114788555,-0.08888531,-0.013307737,0.053108588,-0.112221375,0.067067266,-0.103938945,-0.0476939,0.02959109,0.03353066,0.07227231,-0.058445554,-0.04779445,0.026644552,0.10674686,0.13056555,0.02654188,0.04515132,-0.09237212,0.076712646,0.042234134,0.08555504,0.08123836,-0.09300195,0.035648033
Dindigul,2021-01-01,0.014764987,-0.08313493,-0.13310806,0.005012604,-0.06369324,-0.03316242,-0.10437899,0.1134883,-0.08664614,-0.01479588,0.054900292,-0.11148014,0.06707601,-0.10373949,-0.04847789,0.028486028,0.03443987,0.074840024,-0.056328986,-0.046171412,0.02488594,0.10558541,0.12870249,0.028911497,0.045595977,-0.094635345,0.07699548,0.04131217,0.08539648,0.08344994,-0.0930718,0.03677642
Dindigul,2021-02-01,0.0151608875,-0.08172164,-0.12917311,0.007620938,-0.06814728,-0.030811096,-0.099255264,0.10976491,-0.08228272,-0.016005926,0.055849552,-0.108713515,0.065581396,-0.10152012,-0.04849063,0.026480192,0.034856066,0.076317035,-0.052729867,-0.043539837,0.02261066,0.10217777,0.12424235,0.031129716,0.045252297,-0.09523173,0.07556057,0.03945189,0.083581015,0.084139846,-0.09117961,0.037596967
Dindigul,2021-03-01,0.0152980415,-0.078756094,-0.12361695,0.009491127,-0.07098959,-0.028203215,-0.093453646,0.10497493,-0.07734416,-0.01669937,0.055868637,-0.10503799,0.06318167,-0.098383226,-0.047894426,0.024410505,0.034820475,0.07640415,-0.048735358,-0.04072574,0.02063521,0.09788292,0.118810795,0.032821365,0.0442867,-0.094352566,0.07265002,0.03747382,0.08099095,0.083429515,-0.087925866,0.038131822
Dindigul,2021-04-01,0.014979685,-0.074810036,-0.1178928,0.009575745,-0.070482545,-0.0261946,-0.088946246,0.10065416,-0.07348298,-0.016416406,0.054599192,-0.10157841,0.06048644,-0.09515595,-0.04670517,0.02317164,0.034167692,0.07457692,-0.045703385,-0.03882087,0.019922547,0.094009735,0.114271805,0.033097874,0.042886212,-0.09178368,0.068747655,0.036149215,0.07836256,0.08104557,-0.084005296,0.038106654
Dindigul,2021-05-01,0.014436478,-0.071008325,-0.11214568,0.0090366285,-0.06842008,-0.024524597,-0.08469482,0.096335724,-0.06968244,-0.015668912,0.05269894,-0.09797533,0.05760197,-0.091408476,-0.0452558,0.021900546,0.032968625,0.072098605,-0.043027487,-0.03734158,0.019527137,0.089952424,0.10981292,0.03256261,0.041262932,-0.088193215,0.06476106,0.03490062,0.07535869,0.07766133,-0.07986909,0.037592147
Dindigul,2021-06-01,0.013770045,-0.06720926,-0.10653291,0.0078066285,-0.06491195,-0.0232673,-0.08079842,0.09192581,-0.06620969,-0.014437728,0.05015845,-0.09411534,0.054540157,-0.08729868,-0.04344633,0.02060497,0.031373587,0.068829685,-0.040854692,-0.036179,0.01936574,0.08589228,0.105354086,0.031181173,0.039421923,-0.08376818,0.060887545,0.03363136,0.07206018,0.07346016,-0.075612195,0.036520287
Dindigul,2021-07-01,0.013106186,-0.06396755,-0.101820186,0.0062894463,-0.06092942,-0.0224604,-0.077731006,0.08812485,-0.06348107,-0.0130674625,0.04756116,-0.09067148,0.051820382,-0.08355062,-0.041683692,0.019501664,0.029740674,0.06552734,-0.03932446,-0.03541246,0.019398622,0.08244781,0.10159553,0.029446611,0.037712708,-0.07943621,0.05762211,0.032562226,0.069061235,0.06932347,-0.071891375,0.035257835
Dindigul,2021-08-01,0.012295398,-0.059048038,-0.094190314,0.0026701172,-0.0520322,-0.02193826,-0.072374545,0.08103065,-0.05947631,-0.0099507915,0.042029336,-0.08350857,0.04675044,-0.07617393,-0.037596174,0.01730323,0.026791567,0.05861626,-0.037794597,-0.033973463,0.019204365,0.07625191,0.09438734,0.024932288,0.034686238,-0.07095617,0.053308263,0.029802594,0.063258216,0.061359562,-0.06565976,0.031844206
Dindigul,2021-09-01,0.011928801,-0.057327744,-0.09164968,0.00097014004,-0.04794956,-0.022000989,-0.07089142,0.07863703,-0.05835096,-0.008581164,0.039731603,-0.080999516,0.04494988,-0.07350879,-0.036011234,0.016650423,0.02555216,0.055744182,-0.037593037,-0.033736084,0.01939003,0.074199356,0.09207217,0.022883398,0.033530157,-0.06752399,0.05176086,0.028914226,0.06116194,0.058079552,-0.06344275,0.030405564
Dindigul,2021-10-01,0.011721515,-0.05645988,-0.09035825,-0.00032587434,-0.04492058,-0.022275804,-0.07022619,0.07727683,-0.057936557,-0.0075750807,0.038123846,-0.07943767,0.043876365,-0.07183664,-0.03490606,0.016298737,0.024727806,0.053759873,-0.037787925,-0.033731703,0.019581027,0.07306251,0.09078353,0.021291416,0.032824416,-0.065228805,0.05106903,0.028331714,0.059857566,0.05588908,-0.06221144,0.029296964
Dindigul,2021-11-01,0.011677803,-0.056071296,-0.08952466,-0.0010903127,-0.043041065,-0.022486793,-0.069513395,0.076137856,-0.05754023,-0.0069121383,0.037039515,-0.07811178,0.043111313,-0.07052877,-0.03406762,0.01586078,0.024199694,0.052496683,-0.037918422,-0.033581004,0.0194848,0.072129145,0.08958125,0.020174762,0.032366388,-0.06371162,0.050900828,0.027684972,0.0588399,0.054476224,-0.061446365,0.028416507
Dindigul,2022-01-01,0.012006519,-0.056022704,-0.08809933,3.3579247e-05,-0.04480461,-0.021772938,-0.06689204,0.07390041,-0.055549968,-0.007260213,0.037208036,-0.07613829,0.04232819,-0.068997934,-0.033744447,0.014327717,0.024153426,0.053013988,-0.036619555,-0.03224108,0.018036677,0.070246615,0.086712964,0.020666745,0.032095797,-0.06362463,0.05108348,0.026274288,0.057585567,0.05455627,-0.060768194,0.028190121
Dindigul,2022-02-01,0.012475988,-0.055470936,-0.08619359,0.0019328073,-0.048309438,-0.020486131,-0.063691296,0.07137542,-0.053116165,-0.00813537,0.038030583,-0.0741923,0.041532136,-0.067814924,-0.03375784,0.012657969,0.024556441,0.05419252,-0.034588195,-0.030301355,0.016220408,0.06825073,0.08342958,0.022225693,0.031889025,-0.06441368,0.05083051,0.024854852,0.05654157,0.055514615,-0.059936892,0.028629329
Dindigul,2022-03-01,0.0128420275,-0.05451854,-0.08413375,0.0039633135,-0.05220534,-0.018961728,-0.060770717,0.06926058,-0.050772093,-0.009213791,0.039133172,-0.07281259,0.04087375,-0.067119285,-0.034070212,0.011353582,0.025148332,0.055564173,-0.03233453,-0.028403752,0.014671186,0.06653363,0.08069137,0.024308283,0.031751785,-0.0655567,0.04997308,0.023889078,0.055906363,0.05675602,-0.058998395,0.029598996
Dindigul,2022-04-01,0.012915894,-0.052627817,-0.08103049,0.0051200967,-0.054121703,-0.017440552,-0.05770845,0.06658152,-0.048191033,-0.009716505,0.039295346,-0.07085405,0.03959701,-0.065663315,-0.03386042,0.010172386,0.025252813,0.055644486,-0.030062638,-0.02664312,0.01359763,0.064249516,0.07759009,0.02563461,0.031162523,-0.065287806,0.048030682,0.022951705,0.054710966,0.056554113,-0.05706694,0.03023029
Dindigul,2022-05-01,0.012699055,-0.049427226,-0.075985506,0.004895381,-0.05272758,-0.01598494,-0.053583395,0.06205086,-0.044781618,-0.009127148,0.037639994,-0.066915505,0.036939554,-0.062178515,-0.032404065,0.008530905,0.024395559,0.053442147,-0.02770722,-0.024717467,0.012746229,0.060393028,0.07269401,0.025324143,0.02967107,-0.062313113,0.0448327,0.021334903,0.0519305,0.05373352,-0.053384807,0.029759016
Dindigul,2022-06-01,0.012352225,-0.0467087,-0.071950525,0.0043863864,-0.05092993,-0.014913524,-0.05069356,0.058655214,-0.04223976,-0.008489023,0.03610605,-0.063983135,0.034827396,-0.059469316,-0.031239316,0.0074569206,0.023539335,0.051361367,-0.02598261,-0.023468835,0.012417966,0.05747802,0.069176316,0.024851447,0.028404359,-0.05962985,0.041966487,0.02032066,0.04977972,0.051095095,-0.050321106,0.029369058
Dindigul,2022-07-01,0.011923749,-0.044151004,-0.06814511,0.0034537062,-0.048211858,-0.014129267,-0.048152804,0.055365045,-0.03997048,-0.007566476,0.03421925,-0.06101625,0.03270121,-0.05663032,-0.029919734,0.006452345,0.02244046,0.048890162,-0.024635157,-0.022517065,0.0122914,0.05468696,0.06585351,0.023839869,0.027064444,-0.056497555,0.0392566,0.019347405,0.047527738,0.04799685,-0.047306035,0.028649602
Dindigul,2022-08-01,0.011496743,-0.041840903,-0.06466554,0.0022721447,-0.04498568,-0.013596729,-0.045885466,0.052186724,-0.037982475,-0.0064735673,0.032142095,-0.05802765,0.030627897,-0.053759307,-0.028498532,0.00547051,0.021229487,0.04623654,-0.023622878,-0.021752926,0.012230374,0.05206043,0.06267515,0.022458227,0.025724905,-0.05317929,0.036864746,0.018350154,0.045249034,0.04472336,-0.044464506,0.027669001
Dindigul,2022-09-01,0.01119927,-0.039725095,-0.061190847,0.0012920342,-0.04209706,-0.013055868,-0.043225072,0.04861223,-0.03580079,-0.0054248073,0.030099737,-0.054619335,0.028469374,-0.050653268,-0.02700093,0.004133709,0.020025492,0.04371968,-0.022539396,-0.020740675,0.011816441,0.049210776,0.05893143,0.021080356,0.024360335,-0.049908064,0.034811676,0.017016301,0.04275668,0.04156468,-0.041678105,0.026534194
Dindigul,2022-10-01,0.0109598525,-0.03770461,-0.05795883,0.000113932576,-0.03892138,-0.012686731,-0.04081697,0.045206893,-0.033953775,-0.0042878026,0.027962985,-0.051250994,0.026381813,-0.047648378,-0.025408324,0.002939271,0.018892592,0.041067123,-0.021728726,-0.019804908,0.011470444,0.046562012,0.05539281,0.019514486,0.023059158,-0.046643306,0.032959707,0.015677094,0.04036971,0.038432173,-0.039033923,0.02529499
Dindigul,2022-11-01,0.010887901,-0.03582438,-0.054653984,-0.0007045131,-0.03643231,-0.012192585,-0.037928086,0.04142716,-0.03182809,-0.003315932,0.026022438,-0.047528036,0.024233095,-0.044512,-0.023817006,0.0014157903,0.017890448,0.038716257,-0.020709723,-0.018513171,0.010737878,0.043665368,0.051278565,0.018187422,0.021778084,-0.043616302,0.03134458,0.014014738,0.03785475,0.035607725,-0.036429815,0.024074055
Dindigul,2023-01-01,0.010971249,-0.034091327,-0.05152288,-0.0010368668,-0.035025142,-0.011544271,-0.034886695,0.037700567,-0.029640913,-0.0026623204,0.024542699,-0.04393447,0.022252463,-0.041678354,-0.022438006,-0.00021021,0.017182173,0.036920235,-0.019500483,-0.016963135,0.00974048,0.04085259,0.047075998,0.017387802,0.02064538,-0.041231874,0.029937161,0.012288271,0.035555616,0.033460274,-0.03406064,0.023134738
Dindigul,2023-02-01,0.0111333225,-0.033594307,-0.05061929,-0.0002845656,-0.036460634,-0.010954119,-0.0336422,0.036669154,-0.028701788,-0.003032442,0.024882369,-0.043188762,0.021879517,-0.04128267,-0.022459557,-0.0008475138,0.017386429,0.037304346,-0.018613594,-0.016092628,0.009074519,0.040054563,0.045723036,0.018161818,0.020501366,-0.04153332,0.029536827,0.011817594,0.03520374,0.03384939,-0.033552848,0.023459041
Dindigul,2023-03-01,0.011096494,-0.03299102,-0.049875665,-0.00015855394,-0.036677472,-0.010612723,-0.033167526,0.036232006,-0.028257461,-0.0031173327,0.024869446,-0.042919733,0.02160382,-0.04106508,-0.02241172,-0.0009264778,0.017450342,0.037173763,-0.018141605,-0.015746603,0.009015934,0.039627917,0.045274906,0.01848589,0.020370485,-0.041436158,0.02885231,0.011769232,0.03506762,0.0337318,-0.03301709,0.023724183
Dindigul,2023-04-01,0.010928583,-0.03245725,-0.049284324,-0.00048491385,-0.035918124,-0.010503075,-0.033140674,0.036058556,-0.028081063,-0.0029404503,0.024534265,-0.04280515,0.021349745,-0.040819965,-0.022269782,-0.0007679215,0.017299173,0.03665447,-0.018000675,-0.015780602,0.00930569,0.03937645,0.045260254,0.018338125,0.020196555,-0.04091284,0.028126253,0.011897417,0.034925543,0.033126432,-0.032491118,0.023780998
Dindigul,2023-05-01,0.010737389,-0.03197299,-0.04865406,-0.0009737691,-0.034723405,-0.010490944,-0.0330434,0.03566531,-0.027853522,-0.0026046427,0.023971692,-0.042416602,0.020981805,-0.040328562,-0.021987658,-0.00074039807,0.016965756,0.035910893,-0.01795682,-0.015863856,0.009576428,0.039002966,0.045011364,0.017882181,0.019918924,-0.040056575,0.027483504,0.011894747,0.03456013,0.032198325,-0.031897776,0.02358379
Dindigul,2023-06-01,0.010556032,-0.031747,-0.048435565,-0.0014897998,-0.033544976,-0.010628906,-0.03327721,0.035615347,-0.027914574,-0.0022764192,0.023491023,-0.042312846,0.020814864,-0.040077884,-0.021790318,-0.0005907745,0.01666003,0.035291947,-0.01813624,-0.016136253,0.009916965,0.038938746,0.045140445,0.017372973,0.019744704,-0.03937828,0.02713434,0.01200531,0.034376528,0.031444196,-0.03160655,0.023355052
Dindigul,2023-07-01,0.0103954,-0.031543236,-0.048205245,-0.0022006375,-0.031945843,-0.0108801965,-0.03348781,0.03542904,-0.028035253,-0.00179971,0.02279624,-0.041985467,0.02055647,-0.039640095,-0.0214273,-0.00048393893,0.016271733,0.034440093,-0.018456811,-0.016430855,0.010250604,0.038806558,0.0451282,0.01658019,0.019516066,-0.03844217,0.026882118,0.01199284,0.03404709,0.03046778,-0.031274028,0.022909643
Dindigul,2023-08-01,0.010326509,-0.031561136,-0.04820318,-0.0026943749,-0.030842207,-0.011132522,-0.03364897,0.035308566,-0.028189711,-0.0014518636,0.022312105,-0.04171616,0.020413944,-0.039328884,-0.021152336,-0.00045761073,0.015998822,0.033890773,-0.018778458,-0.016655281,0.010420319,0.038759626,0.0450921,0.015946906,0.019382112,-0.03781632,0.026931427,0.011915118,0.0338021,0.029842686,-0.031166904,0.022499533
Dindigul,2023-09-01,0.010363647,-0.031629387,-0.04816444,-0.0029059527,-0.030337654,-0.011274712,-0.033500087,0.03499347,-0.02817902,-0.001252531,0.022018677,-0.041289337,0.020257967,-0.03899644,-0.020913811,-0.0006261414,0.01584693,0.033601075,-0.018934729,-0.016642759,0.01033037,0.038590837,0.044726387,0.01554806,0.019279344,-0.03744062,0.027123667,0.011667924,0.033521734,0.029522335,-0.031102514,0.022150978
Dindigul,2023-10-01,0.010482112,-0.031998158,-0.048625205,-0.0026518612,-0.03097274,-0.011336071,-0.0335952,0.03524845,-0.02836386,-0.0014209202,0.022324406,-0.041509166,0.020494334,-0.039278954,-0.021063998,-0.00065037824,0.016018184,0.034033675,-0.019033626,-0.016638858,0.0101682125,0.038846776,0.04488957,0.015736576,0.01944908,-0.0379226,0.0276103,0.011652825,0.03372474,0.030055549,-0.03151214,0.022197483
Dindigul,2023-11-01,0.010617128,-0.031974,-0.0484193,-0.0024641927,-0.031338096,-0.011239101,-0.03309303,0.034786504,-0.028110282,-0.0014750484,0.022349885,-0.041045014,0.020332372,-0.039022304,-0.020946775,-0.00095631724,0.016083958,0.034107868,-0.01886775,-0.01631011,0.0098348465,0.038539354,0.04425357,0.015808808,0.019402744,-0.03794814,0.027740328,0.011319034,0.033501472,0.030173324,-0.031416137,0.02211138
Dindigul,2024-01-01,0.010808913,-0.032188274,-0.048581216,-0.0017051128,-0.033001173,-0.010969653,-0.03270223,0.034776185,-0.027881116,-0.0019448057,0.023022404,-0.04117608,0.020518715,-0.039331287,-0.021263678,-0.001207808,0.016441528,0.034960218,-0.018498892,-0.015923293,0.009381906,0.038551014,0.044006847,0.016575893,0.019589625,-0.038832527,0.028053138,0.011206184,0.03370752,0.031128442,-0.0317107,0.022480752
Dindigul,2024-02-01,0.01093617,-0.032332566,-0.048785307,-0.0009101466,-0.034777746,-0.010653526,-0.032519046,0.03502969,-0.027726257,-0.0024878979,0.023809573,-0.041629184,0.020811843,-0.03986389,-0.021718051,-0.0012850856,0.01685117,0.035898216,-0.018092282,-0.015627066,0.009072162,0.038722802,0.04410645,0.017516844,0.01982896,-0.039874002,0.028199112,0.01131224,0.034108758,0.032183528,-0.032032646,0.02304724
Dindigul,2024-03-01,0.010923994,-0.03220419,-0.04871581,-0.0005770309,-0.035524696,-0.010430504,-0.032494355,0.03521012,-0.02761545,-0.0027495476,0.024164917,-0.041959967,0.020929039,-0.04015676,-0.02196848,-0.0012051864,0.017041981,0.036261447,-0.017812438,-0.015513693,0.009057287,0.038795006,0.044290304,0.018042589,0.019920113,-0.040322952,0.027971288,0.011496715,0.03435537,0.032589477,-0.032041937,0.023448473
Dindigul,2024-04-01,0.010770859,-0.031697836,-0.048126683,-0.0010123508,-0.03452052,-0.010396067,-0.032435954,0.034920752,-0.027463429,-0.0024787122,0.023695802,-0.041677635,0.020615041,-0.039782297,-0.021720672,-0.0011055435,0.01682494,0.035601713,-0.01775877,-0.0155551545,0.009320419,0.038492925,0.04414657,0.017709414,0.019703666,-0.039636027,0.027333198,0.011528267,0.03410322,0.031843886,-0.03149819,0.02334998
Dindigul,2024-05-01,0.010549055,-0.03145069,-0.048007987,-0.0018155148,-0.03281783,-0.010661415,-0.033013955,0.035160854,-0.02779591,-0.0020298883,0.02307125,-0.041782588,0.020496508,-0.039623994,-0.021466672,-0.00068473845,0.016520178,0.03476183,-0.018154461,-0.016026525,0.00991139,0.038603663,0.04469215,0.0169989,0.019566953,-0.038818784,0.026910696,0.011791464,0.034037806,0.030927697,-0.031229284,0.023094915
Dindigul,2024-06-01,0.010384738,-0.03167967,-0.0484972,-0.0023810554,-0.031675626,-0.01103287,-0.03387735,0.035831444,-0.028370894,-0.0017450276,0.02277792,-0.042295188,0.02070366,-0.039850276,-0.02144813,-0.00022788845,0.016320258,0.034400117,-0.018709244,-0.016646557,0.010441408,0.03909478,0.045624785,0.016453886,0.01961623,-0.038489662,0.027002288,0.012160143,0.034244187,0.030505825,-0.03146335,0.022899158
Dindigul,2024-07-01,0.010272042,-0.032032937,-0.04913709,-0.0029469493,-0.03056096,-0.011480023,-0.034754615,0.036503043,-0.029037133,-0.0014462147,0.0224844,-0.042758938,0.020943584,-0.040082987,-0.021397531,0.00018518095,0.01613659,0.03406812,-0.019363772,-0.017266015,0.010901221,0.039639674,0.04651944,0.015840126,0.019689754,-0.03820388,0.027309608,0.012456146,0.034443267,0.030162204,-0.03181456,0.022609238
Dindigul,2024-08-01,0.010176942,-0.032618985,-0.05024016,-0.0036802217,-0.029231796,-0.012137485,-0.036135223,0.037686255,-0.03016114,-0.0011078089,0.022217734,-0.043624457,0.021408232,-0.040625855,-0.021394353,0.0008804025,0.016035495,0.033756085,-0.020356245,-0.018139642,0.011550835,0.04058991,0.04801365,0.015102827,0.019902714,-0.038063243,0.02787198,0.0129356,0.03491055,0.02996425,-0.032482352,0.02230144
Dindigul,2024-09-01,0.010153754,-0.033658627,-0.051999457,-0.004171065,-0.02854747,-0.012888661,-0.037907567,0.03946972,-0.031626984,-0.0009795161,0.022355108,-0.04506171,0.02225909,-0.041687332,-0.021665378,0.0017366259,0.016143413,0.03397344,-0.021524346,-0.01916857,0.012199424,0.042012405,0.050089516,0.01462575,0.020364631,-0.03853831,0.028905936,0.013603133,0.03578483,0.030387579,-0.03368937,0.022163762
Dindigul,2024-10-01,0.010211423,-0.035063382,-0.054291163,-0.0043124976,-0.028725551,-0.013644857,-0.039916065,0.041720334,-0.03331063,-0.0011175777,0.02295155,-0.046984408,0.023451524,-0.04323618,-0.02222818,0.0026736034,0.016483927,0.034776114,-0.022739798,-0.020241205,0.012765641,0.043817267,0.05257764,0.014529676,0.02105306,-0.039687682,0.030336367,0.014416743,0.03703166,0.0314929,-0.03536139,0.022254469
Dindigul,2024-11-01,0.010452341,-0.036385994,-0.05602091,-0.003629388,-0.030468887,-0.013926464,-0.040709484,0.04300675,-0.03408848,-0.0016340223,0.023953915,-0.048160862,0.024395976,-0.04439305,-0.022857582,0.0028623145,0.016954042,0.03617174,-0.023206396,-0.02056354,0.012567441,0.044909853,0.053724322,0.0150812995,0.02166134,-0.041226923,0.03181513,0.014681995,0.037905786,0.03308343,-0.036803607,0.022503383
Dindigul,2025-01-01,0.010783591,-0.037336838,-0.057163037,-0.002496956,-0.03310492,-0.013825267,-0.040766247,0.043696333,-0.03431585,-0.002386975,0.025174549,-0.04892389,0.025114702,-0.045353197,-0.0235173,0.0027157997,0.017575607,0.03779383,-0.023113979,-0.020355372,0.0119913,0.04555249,0.054107066,0.016141666,0.022189336,-0.042990133,0.03298273,0.014705039,0.038601242,0.034939766,-0.037916698,0.02299478
