District,Date,Year,Month_Num,GW_Depth_m
Pudukkottai,2018-08-01,2018,8,8.39
Pudukkottai,2018-09-01,2018,9,8.03
Pudukkottai,2018-10-01,2018,10,7.28
Pudukkottai,2018-11-01,2018,11,6.53
Pudukkottai,2019-01-01,2019,1,6.8
Pudukkottai,2019-02-01,2019,2,7.36
Pudukkottai,2019-03-01,2019,3,8.26
Pudukkottai,2019-04-01,2019,4,8.87
Pudukkottai,2019-05-01,2019,5,8.98
Pudukkottai,2019-06-01,2019,6,9.54
Pudukkottai,2019-07-01,2019,7,9.12
Pudukkottai,2019-08-01,2019,8,8.64
Pudukkottai,2019-09-01,2019,9,7.42
Pudukkottai,2019-10-01,2019,10,4.71
Pudukkottai,2019-11-01,2019,11,3.58
Pudukkottai,2020-01-01,2020,1,5.25
Pudukkottai,2020-02-01,2020,2,5.75
Pudukkottai,2020-03-01,2020,3,5.75
Pudukkottai,2020-04-01,2020,4,6.47
Pudukkottai,2020-05-01,2020,5,6.69
Pudukkottai,2020-06-01,2020,6,6.52
Pudukkottai,2020-07-01,2020,7,6.26
Pudukkottai,2020-08-01,2020,8,5.99
Pudukkottai,2020-09-01,2020,9,6.07
Pudukkottai,2020-10-01,2020,10,5.92
Pudukkottai,2020-11-01,2020,11,5.47
Pudukkottai,2020-12-01,2020,12,4.355
Pudukkottai,2021-01-01,2021,1,3.24
Pudukkottai,2021-02-01,2021,2,3.49
Pudukkottai,2021-03-01,2021,3,4.85
Pudukkottai,2021-04-01,2021,4,5.53
Pudukkottai,2021-05-01,2021,5,5.77
Pudukkottai,2021-06-01,2021,6,5.79
Pudukkottai,2021-07-01,2021,7,6.04
Pudukkottai,2021-08-01,2021,8,5.89
Pudukkottai,2021-09-01,2021,9,5.18
Pudukkottai,2021-10-01,2021,10,3.75
Pudukkottai,2021-11-01,2021,11,1.27
Pudukkottai,2022-01-01,2022,1,2.68
Pudukkottai,2022-02-01,2022,2,3.37
Pudukkottai,2022-03-01,2022,3,4.04
Pudukkottai,2022-04-01,2022,4,4.6
Pudukkottai,2022-05-01,2022,5,4.24
Pudukkottai,2022-06-01,2022,6,4.81
Pudukkottai,2022-07-01,2022,7,4.53
Pudukkottai,2022-08-01,2022,8,3.95
Pudukkottai,2022-09-01,2022,9,4.52
Pudukkottai,2022-10-01,2022,10,4.41
Pudukkottai,2022-11-01,2022,11,3.64
Pudukkottai,2023-01-01,2023,1,4.42
Pudukkottai,2023-02-01,2023,2,5.07
Pudukkottai,2023-03-01,2023,3,5.71
Pudukkottai,2023-04-01,2023,4,5.23
Pudukkottai,2023-05-01,2023,5,5.27
Pudukkottai,2023-06-01,2023,6,5.6
Pudukkottai,2023-07-01,2023,7,5.43
Pudukkottai,2023-08-01,2023,8,5.22
Pudukkottai,2023-09-01,2023,9,5.25
Pudukkottai,2023-10-01,2023,10,4.86
Pudukkottai,2023-11-01,2023,11,4.26
Pudukkottai,2024-01-01,2024,1,5.01
Pudukkottai,2024-02-01,2024,2,5.31
Pudukkottai,2024-03-01,2024,3,5.79
Pudukkottai,2024-04-01,2024,4,6.4
Pudukkottai,2024-05-01,2024,5,5.75
Pudukkottai,2024-06-01,2024,6,5.51
Pudukkottai,2024-07-01,2024,7,6.66
Pudukkottai,2024-08-01,2024,8,6.24
Pudukkottai,2024-09-01,2024,9,6.24
Pudukkottai,2024-10-01,2024,10,4.69
Pudukkottai,2024-11-01,2024,11,4.55
Pudukkottai,2025-01-01,2025,1,4.42
Pudukkottai,2025-02-01,2025,2,5.91
Pudukkottai,2025-03-01,2025,3,6.94
Pudukkottai,2025-04-01,2025,4,6.28
Pudukkottai,2025-05-01,2025,5,6.94
Pudukkottai,2025-06-01,2025,6,7.05
Pudukkottai,2025-07-01,2025,7,5.91
Pudukkottai,2025-08-01,2025,8,6.35
Pudukkottai,2025-09-01,2025,9,6.35
Pudukkottai,2025-10-01,2025,10,6.28
Pudukkottai,2025-11-01,2025,11,7.38
Pudukkottai,2025-12-01,2025,12,6.53
Ramanathapuram,2011-01-01,2011,1,3.65
Ramanathapuram,2011-02-01,2011,2,3.8
Ramanathapuram,2011-03-01,2011,3,3.99
Ramanathapuram,2011-04-01,2011,4,4.22
Ramanathapuram,2011-05-01,2011,5,3.57
Ramanathapuram,2011-06-01,2011,6,3.81
Ramanathapuram,2011-07-01,2011,7,4.03
Ramanathapuram,2011-08-01,2011,8,4.42
Ramanathapuram,2011-11-01,2011,11,4.14
Ramanathapuram,2011-12-01,2011,12,2.65
Ramanathapuram,2012-01-01,2012,1,2.87
Ramanathapuram,2012-02-01,2012,2,3.18
Ramanathapuram,2012-03-01,2012,3,3.41
Ramanathapuram,2012-04-01,2012,4,3.72
Ramanathapuram,2012-05-01,2012,5,3.94
Ramanathapuram,2012-06-01,2012,6,3.94
Ramanathapuram,2012-07-01,2012,7,4.64
Ramanathapuram,2012-08-01,2012,8,4.95
Ramanathapuram,2012-09-01,2012,9,5.04
Ramanathapuram,2012-10-01,2012,10,5.06
Ramanathapuram,2012-11-01,2012,11,4.24
Ramanathapuram,2012-12-01,2012,12,4.28
Ramanathapuram,2013-01-01,2013,1,4.23
Ramanathapuram,2013-02-01,2013,2,4.31
Ramanathapuram,2013-03-01,2013,3,4.89
Ramanathapuram,2013-04-01,2013,4,4.43
Ramanathapuram,2013-05-01,2013,5,4.91
Ramanathapuram,2013-06-01,2013,6,5.05
Ramanathapuram,2013-07-01,2013,7,5.22
Ramanathapuram,2013-08-01,2013,8,5.22
Ramanathapuram,2013-09-01,2013,9,5.57
Ramanathapuram,2013-10-01,2013,10,5.71
Ramanathapuram,2013-11-01,2013,11,5.74
Ramanathapuram,2013-12-01,2013,12,5.29
Ramanathapuram,2014-01-01,2014,1,4.52
Ramanathapuram,2014-02-01,2014,2,4.92
Ramanathapuram,2014-03-01,2014,3,5.37
Ramanathapuram,2014-04-01,2014,4,5.49
Ramanathapuram,2014-05-01,2014,5,5.18
Ramanathapuram,2014-06-01,2014,6,4.79
Ramanathapuram,2014-07-01,2014,7,5.1
Ramanathapuram,2014-08-01,2014,8,5.13
Ramanathapuram,2014-09-01,2014,9,5.28
Ramanathapuram,2014-10-01,2014,10,5.27
Ramanathapuram,2014-11-01,2014,11,4.92
Ramanathapuram,2014-12-01,2014,12,4.04
Ramanathapuram,2015-01-01,2015,1,4.13
Ramanathapuram,2015-02-01,2015,2,4.57
Ramanathapuram,2015-03-01,2015,3,4.63
Ramanathapuram,2015-04-01,2015,4,4.56
Ramanathapuram,2015-05-01,2015,5,4.42
Ramanathapuram,2015-06-01,2015,6,4.7
Ramanathapuram,2015-07-01,2015,7,5.0
Ramanathapuram,2015-08-01,2015,8,5.21
Ramanathapuram,2015-09-01,2015,9,4.75
Ramanathapuram,2015-10-01,2015,10,4.37
Ramanathapuram,2015-11-01,2015,11,3.91
Ramanathapuram,2016-01-01,2016,1,3.62
Ramanathapuram,2016-02-01,2016,2,3.92
Ramanathapuram,2016-03-01,2016,3,4.15
Ramanathapuram,2016-04-01,2016,4,4.43
Ramanathapuram,2016-05-01,2016,5,4.67
Ramanathapuram,2016-06-01,2016,6,4.83
Ramanathapuram,2016-07-01,2016,7,5.05
Ramanathapuram,2016-08-01,2016,8,5.18
Ramanathapuram,2016-09-01,2016,9,5.34
Ramanathapuram,2016-10-01,2016,10,5.4
Ramanathapuram,2016-11-01,2016,11,5.29
Ramanathapuram,2017-01-01,2017,1,5.5
Ramanathapuram,2017-02-01,2017,2,5.52
Ramanathapuram,2017-03-01,2017,3,5.59
Ramanathapuram,2017-04-01,2017,4,5.66
Ramanathapuram,2017-05-01,2017,5,5.74
Ramanathapuram,2017-06-01,2017,6,5.78
Ramanathapuram,2017-07-01,2017,7,6.03
Ramanathapuram,2017-08-01,2017,8,5.72
Ramanathapuram,2017-09-01,2017,9,5.88
Ramanathapuram,2017-10-01,2017,10,5.58
Ramanathapuram,2017-11-01,2017,11,5.32
Ramanathapuram,2018-01-01,2018,1,5.35
Ramanathapuram,2018-02-01,2018,2,5.22
Ramanathapuram,2018-03-01,2018,3,5.43
Ramanathapuram,2018-04-01,2018,4,5.53
Ramanathapuram,2018-05-01,2018,5,5.19
Ramanathapuram,2018-06-01,2018,6,5.31
Ramanathapuram,2018-07-01,2018,7,5.36
Ramanathapuram,2018-08-01,2018,8,5.43
Ramanathapuram,2018-09-01,2018,9,5.58
Ramanathapuram,2018-10-01,2018,10,5.09
Ramanathapuram,2018-11-01,2018,11,4.6
Ramanathapuram,2019-01-01,2019,1,5.14
Ramanathapuram,2019-02-01,2019,2,4.89
Ramanathapuram,2019-03-01,2019,3,4.68
Ramanathapuram,2019-04-01,2019,4,4.87
Ramanathapuram,2019-05-01,2019,5,5.04
Ramanathapuram,2019-06-01,2019,6,5.22
Ramanathapuram,2019-07-01,2019,7,5.32
Ramanathapuram,2019-08-01,2019,8,5.35
Ramanathapuram,2019-09-01,2019,9,5.29
Ramanathapuram,2019-10-01,2019,10,4.11
Ramanathapuram,2019-11-01,2019,11,3.38
Ramanathapuram,2020-01-01,2020,1,4.19
Ramanathapuram,2020-02-01,2020,2,4.5
Ramanathapuram,2020-03-01,2020,3,4.34
Ramanathapuram,2020-04-01,2020,4,4.69
Ramanathapuram,2020-05-01,2020,5,4.95
Ramanathapuram,2020-06-01,2020,6,5.09
Ramanathapuram,2020-07-01,2020,7,5.2
Ramanathapuram,2020-08-01,2020,8,5.01
Ramanathapuram,2020-09-01,2020,9,5.09
Ramanathapuram,2020-10-01,2020,10,4.86
Ramanathapuram,2020-11-01,2020,11,4.31
Ramanathapuram,2020-12-01,2020,12,3.735
Ramanathapuram,2021-01-01,2021,1,3.16
Ramanathapuram,2021-02-01,2021,2,3.42
Ramanathapuram,2021-03-01,2021,3,3.77
Ramanathapuram,2021-04-01,2021,4,3.84
Ramanathapuram,2021-05-01,2021,5,4.23
Ramanathapuram,2021-06-01,2021,6,4.57
Ramanathapuram,2021-07-01,2021,7,4.74
Ramanathapuram,2021-08-01,2021,8,4.82
Ramanathapuram,2021-09-01,2021,9,4.83
Ramanathapuram,2021-10-01,2021,10,4.42
Ramanathapuram,2021-11-01,2021,11,2.76
Ramanathapuram,2022-01-01,2022,1,3.45
Ramanathapuram,2022-02-01,2022,2,3.39
Ramanathapuram,2022-03-01,2022,3,3.82
Ramanathapuram,2022-04-01,2022,4,3.76
Ramanathapuram,2022-05-01,2022,5,4.08
Ramanathapuram,2022-06-01,2022,6,4.23
Ramanathapuram,2022-07-01,2022,7,4.3
Ramanathapuram,2022-08-01,2022,8,4.34
Ramanathapuram,2022-09-01,2022,9,7.92
Ramanathapuram,2022-10-01,2022,10,4.07
Ramanathapuram,2022-11-01,2022,11,3.35
Ramanathapuram,2023-01-01,2023,1,3.27
Ramanathapuram,2023-02-01,2023,2,4.23
Ramanathapuram,2023-03-01,2023,3,4.25
Ramanathapuram,2023-04-01,2023,4,4.26
Ramanathapuram,2023-05-01,2023,5,4.48
Ramanathapuram,2023-06-01,2023,6,4.64
Ramanathapuram,2023-07-01,2023,7,3.86
Ramanathapuram,2023-08-01,2023,8,3.93
Ramanathapuram,2023-09-01,2023,9,4.06
Ramanathapuram,2023-10-01,2023,10,3.85
Ramanathapuram,2023-11-01,2023,11,2.79
Ramanathapuram,2024-01-01,2024,1,2.24
Ramanathapuram,2024-02-01,2024,2,2.52
Ramanathapuram,2024-03-01,2024,3,2.82
Ramanathapuram,2024-04-01,2024,4,3.08
Ramanathapuram,2024-05-01,2024,5,3.16
Ramanathapuram,2024-06-01,2024,6,3.3
Ramanathapuram,2024-07-01,2024,7,4.29
Ramanathapuram,2024-08-01,2024,8,4.14
Ramanathapuram,2024-09-01,2024,9,4.14
Ramanathapuram,2024-10-01,2024,10,3.71
Ramanathapuram,2024-11-01,2024,11,2.72
Ramanathapuram,2025-01-01,2025,1,2.31
Ramanathapuram,2025-02-01,2025,2,2.48
Ramanathapuram,2025-03-01,2025,3,2.8
Ramanathapuram,2025-04-01,2025,4,4.11
Ramanathapuram,2025-05-01,2025,5,2.8
Ramanathapuram,2025-06-01,2025,6,3.01
Ramanathapuram,2025-07-01,2025,7,2.48
Ramanathapuram,2025-08-01,2025,8,2.55
Ramanathapuram,2025-09-01,2025,9,2.55
Ramanathapuram,2025-10-01,2025,10,4.11
Ramanathapuram,2025-11-01,2025,11,3.27
Ramanathapuram,2025-12-01,2025,12,3.8
Ranipet,2011-01-01,2011,1,8.04
Ranipet,2011-02-01,2011,2,8.04
Ranipet,2011-03-01,2011,3,8.04
Ranipet,2011-04-01,2011,4,8.04
Ranipet,2011-05-01,2011,5,8.04
Ranipet,2011-06-01,2011,6,8.04
Ranipet,2011-07-01,2011,7,8.04
Ranipet,2011-08-01,2011,8,8.04
Ranipet,2011-11-01,2011,11,8.04
Ranipet,2011-12-01,2011,12,8.04
Ranipet,2012-01-01,2012,1,8.04
Ranipet,2012-02-01,2012,2,8.04
Ranipet,2012-03-01,2012,3,8.04
Ranipet,2012-04-01,2012,4,8.04
Ranipet,2012-05-01,2012,5,8.04
Ranipet,2012-06-01,2012,6,8.04
Ranipet,2012-07-01,2012,7,8.04
Ranipet,2012-08-01,2012,8,8.04
Ranipet,2012-09-01,2012,9,8.04
Ranipet,2012-10-01,2012,10,8.04
Ranipet,2012-11-01,2012,11,8.04
Ranipet,2012-12-01,2012,12,8.04
Ranipet,2013-01-01,2013,1,8.04
Ranipet,2013-02-01,2013,2,8.04
Ranipet,2013-03-01,2013,3,8.04
Ranipet,2013-04-01,2013,4,8.04
Ranipet,2013-05-01,2013,5,8.04
Ranipet,2013-06-01,2013,6,8.04
Ranipet,2013-07-01,2013,7,8.04
Ranipet,2013-08-01,2013,8,8.04
Ranipet,2013-09-01,2013,9,8.04
Ranipet,2013-10-01,2013,10,8.04
Ranipet,2013-11-01,2013,11,8.04
Ranipet,2013-12-01,2013,12,8.04
Ranipet,2014-01-01,2014,1,8.04
Ranipet,2014-02-01,2014,2,8.04
Ranipet,2014-03-01,2014,3,8.04
Ranipet,2014-04-01,2014,4,8.04
Ranipet,2014-05-01,2014,5,8.04
Ranipet,2014-06-01,2014,6,8.04
Ranipet,2014-07-01,2014,7,8.04
Ranipet,2014-08-01,2014,8,8.04
Ranipet,2014-09-01,2014,9,8.04
Ranipet,2014-10-01,2014,10,8.04
Ranipet,2014-11-01,2014,11,8.04
Ranipet,2014-12-01,2014,12,8.04
Ranipet,2015-01-01,2015,1,8.04
Ranipet,2015-02-01,2015,2,8.04
Ranipet,2015-03-01,2015,3,8.04
Ranipet,2015-04-01,2015,4,8.04
Ranipet,2015-05-01,2015,5,8.04
Ranipet,2015-06-01,2015,6,8.04
Ranipet,2015-07-01,2015,7,8.04
Ranipet,2015-08-01,2015,8,8.04
Ranipet,2015-09-01,2015,9,8.04
Ranipet,2015-10-01,2015,10,8.04
Ranipet,2015-11-01,2015,11,8.04
Ranipet,2016-01-01,2016,1,8.04
Ranipet,2016-02-01,2016,2,8.04
Ranipet,2016-03-01,2016,3,8.04
Ranipet,2016-04-01,2016,4,8.04
Ranipet,2016-05-01,2016,5,8.04
Ranipet,2016-06-01,2016,6,8.04
Ranipet,2016-07-01,2016,7,8.04
Ranipet,2016-08-01,2016,8,8.04
Ranipet,2016-09-01,2016,9,8.04
Ranipet,2016-10-01,2016,10,8.04
Ranipet,2016-11-01,2016,11,8.04
Ranipet,2017-01-01,2017,1,8.04
Ranipet,2017-02-01,2017,2,8.04
Ranipet,2017-03-01,2017,3,8.04
Ranipet,2017-04-01,2017,4,8.04
Ranipet,2017-05-01,2017,5,8.04
Ranipet,2017-06-01,2017,6,8.04
Ranipet,2017-07-01,2017,7,8.04
Ranipet,2017-08-01,2017,8,8.04
Ranipet,2017-09-01,2017,9,8.04
Ranipet,2017-10-01,2017,10,8.04
Ranipet,2017-11-01,2017,11,8.04
Ranipet,2018-01-01,2018,1,8.04
Ranipet,2018-02-01,2018,2,8.04
Ranipet,2018-03-01,2018,3,8.04
Ranipet,2018-04-01,2018,4,8.04
Ranipet,2018-05-01,2018,5,8.04
Ranipet,2018-06-01,2018,6,8.04
Ranipet,2018-07-01,2018,7,8.04
Ranipet,2018-08-01,2018,8,8.04
Ranipet,2018-09-01,2018,9,8.04
Ranipet,2018-10-01,2018,10,8.04
Ranipet,2018-11-01,2018,11,8.04
Ranipet,2019-01-01,2019,1,8.04
Ranipet,2019-02-01,2019,2,8.04
Ranipet,2019-03-01,2019,3,8.04
Ranipet,2019-04-01,2019,4,8.04
Ranipet,2019-05-01,2019,5,8.04
Ranipet,2019-06-01,2019,6,8.04
Ranipet,2019-07-01,2019,7,8.04
Ranipet,2019-08-01,2019,8,8.04
Ranipet,2019-09-01,2019,9,8.04
Ranipet,2019-10-01,2019,10,8.04
Ranipet,2019-11-01,2019,11,8.04
Ranipet,2020-01-01,2020,1,8.04
Ranipet,2020-02-01,2020,2,8.04
Ranipet,2020-03-01,2020,3,8.04
Ranipet,2020-04-01,2020,4,8.04
Ranipet,2020-05-01,2020,5,8.04
Ranipet,2020-06-01,2020,6,8.04
Ranipet,2020-07-01,2020,7,8.04
Ranipet,2020-08-01,2020,8,8.04
Ranipet,2020-09-01,2020,9,7.49
Ranipet,2020-10-01,2020,10,5.8
Ranipet,2020-11-01,2020,11,4.7
Ranipet,2020-12-01,2020,12,4.265000000000001
Ranipet,2021-01-01,2021,1,3.83
Ranipet,2021-02-01,2021,2,4.16
Ranipet,2021-03-01,2021,3,4.71
Ranipet,2021-04-01,2021,4,5.33
Ranipet,2021-05-01,2021,5,5.8
Ranipet,2021-06-01,2021,6,6.17
Ranipet,2021-07-01,2021,7,4.93
Ranipet,2021-08-01,2021,8,4.49
Ranipet,2021-09-01,2021,9,3.95
Ranipet,2021-10-01,2021,10,3.41
Ranipet,2021-11-01,2021,11,1.85
Ranipet,2022-01-01,2022,1,2.27
Ranipet,2022-02-01,2022,2,3.02
Ranipet,2022-03-01,2022,3,3.66
Ranipet,2022-04-01,2022,4,4.22
Ranipet,2022-05-01,2022,5,4.45
Ranipet,2022-06-01,2022,6,4.02
Ranipet,2022-07-01,2022,7,3.17
Ranipet,2022-08-01,2022,8,2.98
Ranipet,2022-09-01,2022,9,2.8
Ranipet,2022-10-01,2022,10,2.67
Ranipet,2022-11-01,2022,11,2.33
Ranipet,2023-01-01,2023,1,2.59
Ranipet,2023-02-01,2023,2,3.61
Ranipet,2023-03-01,2023,3,3.91
Ranipet,2023-04-01,2023,4,4.27
Ranipet,2023-05-01,2023,5,4.35
Ranipet,2023-06-01,2023,6,4.42
Ranipet,2023-07-01,2023,7,4.41
Ranipet,2023-08-01,2023,8,3.76
Ranipet,2023-09-01,2023,9,2.9
Ranipet,2023-10-01,2023,10,3.16
Ranipet,2023-11-01,2023,11,1.88
Ranipet,2024-01-01,2024,1,3.05
Ranipet,2024-02-01,2024,2,3.62
Ranipet,2024-03-01,2024,3,4.18
Ranipet,2024-04-01,2024,4,5.12
Ranipet,2024-05-01,2024,5,5.27
Ranipet,2024-06-01,2024,6,4.81
Ranipet,2024-07-01,2024,7,4.39
Ranipet,2024-08-01,2024,8,4.3
Ranipet,2024-09-01,2024,9,4.3
Ranipet,2024-10-01,2024,10,3.51
Ranipet,2024-11-01,2024,11,2.15
Ranipet,2025-01-01,2025,1,2.74
Ranipet,2025-02-01,2025,2,3.38
Ranipet,2025-03-01,2025,3,4.71
Ranipet,2025-04-01,2025,4,2.85
Ranipet,2025-05-01,2025,5,4.71
Ranipet,2025-06-01,2025,6,4.66
Ranipet,2025-07-01,2025,7,3.38
Ranipet,2025-08-01,2025,8,4.01
Ranipet,2025-09-01,2025,9,4.01
Ranipet,2025-10-01,2025,10,2.85
Ranipet,2025-11-01,2025,11,5.21
Ranipet,2025-12-01,2025,12,3.88
Salem,2011-01-01,2011,1,7.44
Salem,2011-02-01,2011,2,7.95
Salem,2011-03-01,2011,3,8.71
Salem,2011-04-01,2011,4,8.43
Salem,2011-05-01,2011,5,8.74
Salem,2011-06-01,2011,6,8.82
Salem,2011-07-01,2011,7,9.22
Salem,2011-08-01,2011,8,8.8
Salem,2011-11-01,2011,11,7.55
Salem,2011-12-01,2011,12,6.91
Salem,2012-01-01,2012,1,6.36
Salem,2012-02-01,2012,2,6.71
Salem,2012-03-01,2012,3,7.57
Salem,2012-04-01,2012,4,8.17
Salem,2012-05-01,2012,5,9.58
Salem,2012-06-01,2012,6,9.63
Salem,2012-07-01,2012,7,11.07
Salem,2012-08-01,2012,8,11.32
Salem,2012-09-01,2012,9,10.66
Salem,2012-10-01,2012,10,10.43
Salem,2012-11-01,2012,11,9.08
Salem,2012-12-01,2012,12,8.12
Salem,2013-01-01,2013,1,10.43
Salem,2013-02-01,2013,2,11.49
Salem,2013-03-01,2013,3,11.98
Salem,2013-04-01,2013,4,12.84
Salem,2013-05-01,2013,5,13.45
Salem,2013-06-01,2013,6,13.42
Salem,2013-07-01,2013,7,14.52
Salem,2013-08-01,2013,8,14.92
Salem,2013-09-01,2013,9,13.27
Salem,2013-10-01,2013,10,11.85
Salem,2013-11-01,2013,11,11.27
Salem,2013-12-01,2013,12,10.93
Salem,2014-01-01,2014,1,11.02
Salem,2014-02-01,2014,2,11.08
Salem,2014-03-01,2014,3,12.4
Salem,2014-04-01,2014,4,12.52
Salem,2014-05-01,2014,5,13.21
Salem,2014-06-01,2014,6,13.21
Salem,2014-07-01,2014,7,13.27
Salem,2014-08-01,2014,8,13.13
Salem,2014-09-01,2014,9,13.0
Salem,2014-10-01,2014,10,12.46
Salem,2014-11-01,2014,11,9.69
Salem,2014-12-01,2014,12,10.03
Salem,2015-01-01,2015,1,10.92
Salem,2015-02-01,2015,2,11.88
Salem,2015-03-01,2015,3,12.09
Salem,2015-04-01,2015,4,11.86
Salem,2015-05-01,2015,5,10.98
Salem,2015-06-01,2015,6,10.68
Salem,2015-07-01,2015,7,11.42
Salem,2015-08-01,2015,8,11.62
Salem,2015-09-01,2015,9,10.89
Salem,2015-10-01,2015,10,10.46
Salem,2015-11-01,2015,11,7.43
Salem,2016-01-01,2016,1,8.16
Salem,2016-02-01,2016,2,9.05
Salem,2016-03-01,2016,3,10.13
Salem,2016-04-01,2016,4,11.26
Salem,2016-05-01,2016,5,10.77
Salem,2016-06-01,2016,6,11.45
Salem,2016-07-01,2016,7,10.56
Salem,2016-08-01,2016,8,9.05
Salem,2016-09-01,2016,9,8.9
Salem,2016-10-01,2016,10,11.31
Salem,2016-11-01,2016,11,12.25
Salem,2017-01-01,2017,1,13.45
Salem,2017-02-01,2017,2,14.25
Salem,2017-03-01,2017,3,14.61
Salem,2017-04-01,2017,4,14.12
Salem,2017-05-01,2017,5,13.81
Salem,2017-06-01,2017,6,13.99
Salem,2017-07-01,2017,7,13.94
Salem,2017-08-01,2017,8,12.89
Salem,2017-09-01,2017,9,10.64
Salem,2017-10-01,2017,10,9.57
Salem,2017-11-01,2017,11,7.88
Salem,2018-01-01,2018,1,9.59
Salem,2018-02-01,2018,2,10.2
Salem,2018-03-01,2018,3,10.94
Salem,2018-04-01,2018,4,11.55
Salem,2018-05-01,2018,5,11.69
Salem,2018-06-01,2018,6,11.3
Salem,2018-07-01,2018,7,11.77
Salem,2018-08-01,2018,8,11.81
Salem,2018-09-01,2018,9,11.53
Salem,2018-10-01,2018,10,11.37
Salem,2018-11-01,2018,11,11.62
Salem,2019-01-01,2019,1,11.69
Salem,2019-02-01,2019,2,12.07
Salem,2019-03-01,2019,3,11.85
Salem,2019-04-01,2019,4,12.47
Salem,2019-05-01,2019,5,12.46
Salem,2019-06-01,2019,6,12.45
Salem,2019-07-01,2019,7,12.12
Salem,2019-08-01,2019,8,11.48
Salem,2019-09-01,2019,9,9.13
Salem,2019-10-01,2019,10,6.57
Salem,2019-11-01,2019,11,6.2
Salem,2020-01-01,2020,1,7.11
Salem,2020-02-01,2020,2,8.21
Salem,2020-03-01,2020,3,9.07
Salem,2020-04-01,2020,4,9.58
Salem,2020-05-01,2020,5,10.05
Salem,2020-06-01,2020,6,10.48
Salem,2020-07-01,2020,7,9.7
Salem,2020-08-01,2020,8,9.13
Salem,2020-09-01,2020,9,7.84
Salem,2020-10-01,2020,10,7.34
Salem,2020-11-01,2020,11,6.33
Salem,2020-12-01,2020,12,6.365
Salem,2021-01-01,2021,1,6.4
Salem,2021-02-01,2021,2,6.91
Salem,2021-03-01,2021,3,8.31
Salem,2021-04-01,2021,4,8.92
Salem,2021-05-01,2021,5,8.97
Salem,2021-06-01,2021,6,8.34
Salem,2021-07-01,2021,7,8.4
Salem,2021-08-01,2021,8,8.57
Salem,2021-09-01,2021,9,7.17
Salem,2021-10-01,2021,10,6.39
Salem,2021-11-01,2021,11,3.72
Salem,2022-01-01,2022,1,4.92
Salem,2022-02-01,2022,2,5.76
Salem,2022-03-01,2022,3,5.82
Salem,2022-04-01,2022,4,6.52
Salem,2022-05-01,2022,5,5.17
Salem,2022-06-01,2022,6,5.38
Salem,2022-07-01,2022,7,4.55
Salem,2022-08-01,2022,8,3.62
Salem,2022-09-01,2022,9,3.5
Salem,2022-10-01,2022,10,2.91
Salem,2022-11-01,2022,11,2.86
Salem,2023-01-01,2023,1,3.89
Salem,2023-02-01,2023,2,5.8
Salem,2023-03-01,2023,3,6.41
Salem,2023-04-01,2023,4,6.53
Salem,2023-05-01,2023,5,6.46
Salem,2023-06-01,2023,6,6.83
Salem,2023-07-01,2023,7,6.4
Salem,2023-08-01,2023,8,5.93
Salem,2023-09-01,2023,9,5.71
Salem,2023-10-01,2023,10,5.13
Salem,2023-11-01,2023,11,4.63
Salem,2024-01-01,2024,1,6.1
Salem,2024-02-01,2024,2,6.63
Salem,2024-03-01,2024,3,7.83
Salem,2024-04-01,2024,4,8.93
Salem,2024-05-01,2024,5,7.25
Salem,2024-06-01,2024,6,7.05
Salem,2024-07-01,2024,7,7.71
Salem,2024-08-01,2024,8,5.79
Salem,2024-09-01,2024,9,5.79
Salem,2024-10-01,2024,10,4.6
Salem,2024-11-01,2024,11,3.42
Salem,2025-01-01,2025,1,4.21
Salem,2025-02-01,2025,2,5.27
Salem,2025-03-01,2025,3,6.44
Salem,2025-04-01,2025,4,5.07
Salem,2025-05-01,2025,5,6.44
Salem,2025-06-01,2025,6,5.18
Salem,2025-07-01,2025,7,5.27
Salem,2025-08-01,2025,8,5.65
Salem,2025-09-01,2025,9,5.65
Salem,2025-10-01,2025,10,5.07
Salem,2025-11-01,2025,11,5.31
Salem,2025-12-01,2025,12,6.14
Sivaganga,2011-01-01,2011,1,3.92
Sivaganga,2011-02-01,2011,2,4.26
Sivaganga,2011-03-01,2011,3,4.76
Sivaganga,2011-04-01,2011,4,5.38
Sivaganga,2011-05-01,2011,5,5.13
Sivaganga,2011-06-01,2011,6,4.89
Sivaganga,2011-07-01,2011,7,4.69
Sivaganga,2011-08-01,2011,8,5.65
Sivaganga,2011-11-01,2011,11,3.73
Sivaganga,2011-12-01,2011,12,2.56
Sivaganga,2012-01-01,2012,1,2.88
Sivaganga,2012-02-01,2012,2,3.23
Sivaganga,2012-03-01,2012,3,3.54
Sivaganga,2012-04-01,2012,4,4.29
Sivaganga,2012-05-01,2012,5,4.32
Sivaganga,2012-06-01,2012,6,4.32
Sivaganga,2012-07-01,2012,7,5.8
Sivaganga,2012-08-01,2012,8,6.12
Sivaganga,2012-09-01,2012,9,6.06
Sivaganga,2012-10-01,2012,10,6.02
Sivaganga,2012-11-01,2012,11,5.27
Sivaganga,2012-12-01,2012,12,4.92
Sivaganga,2013-01-01,2013,1,5.37
Sivaganga,2013-02-01,2013,2,5.72
Sivaganga,2013-03-01,2013,3,5.98
Sivaganga,2013-04-01,2013,4,6.65
Sivaganga,2013-05-01,2013,5,7.05
Sivaganga,2013-06-01,2013,6,7.52
