District,Date,Year,Month_Num,GW_Depth_m
Kanchipuram,2013-06-01,2013,6,2.705135135135135
Kanchipuram,2013-07-01,2013,7,2.774864864864865
Kanchipuram,2013-08-01,2013,8,2.8445945945945947
Kanchipuram,2013-09-01,2013,9,2.9143243243243244
Kanchipuram,2013-10-01,2013,10,2.984054054054054
Kanchipuram,2013-11-01,2013,11,3.053783783783784
Kanchipuram,2013-12-01,2013,12,3.1235135135135135
Kanchipuram,2014-01-01,2014,1,3.193243243243243
Kanchipuram,2014-02-01,2014,2,3.262972972972973
Kanchipuram,2014-03-01,2014,3,3.3327027027027025
Kanchipuram,2014-04-01,2014,4,3.402432432432432
Kanchipuram,2014-05-01,2014,5,3.472162162162162
Kanchipuram,2014-06-01,2014,6,3.5418918918918916
Kanchipuram,2014-07-01,2014,7,3.6116216216216213
Kanchipuram,2014-08-01,2014,8,3.681351351351351
Kanchipuram,2014-09-01,2014,9,3.7510810810810806
Kanchipuram,2014-10-01,2014,10,3.8208108108108103
Kanchipuram,2014-11-01,2014,11,3.89054054054054
Kanchipuram,2014-12-01,2014,12,3.9602702702702697
Kanchipuram,2015-01-01,2015,1,4.03
Kanchipuram,2015-02-01,2015,2,5.22
Kanchipuram,2015-03-01,2015,3,5.93
Kanchipuram,2015-04-01,2015,4,6.06
Kanchipuram,2015-05-01,2015,5,6.55
Kanchipuram,2015-06-01,2015,6,6.86
Kanchipuram,2015-07-01,2015,7,6.59
Kanchipuram,2015-08-01,2015,8,6.21
Kanchipuram,2015-09-01,2015,9,5.8
Kanchipuram,2015-10-01,2015,10,5.14
Kanchipuram,2015-11-01,2015,11,0.82
Kanchipuram,2016-01-01,2016,1,2.2
Kanchipuram,2016-02-01,2016,2,2.59
Kanchipuram,2016-03-01,2016,3,3.34
Kanchipuram,2016-04-01,2016,4,3.85
Kanchipuram,2016-05-01,2016,5,3.88
Kanchipuram,2016-06-01,2016,6,3.71
Kanchipuram,2016-07-01,2016,7,3.98
Kanchipuram,2016-08-01,2016,8,4.07
Kanchipuram,2016-09-01,2016,9,3.54
Kanchipuram,2016-10-01,2016,10,3.74
Kanchipuram,2016-11-01,2016,11,3.87
Kanchipuram,2017-01-01,2017,1,3.61
Kanchipuram,2017-02-01,2017,2,3.92
Kanchipuram,2017-03-01,2017,3,4.82
Kanchipuram,2017-04-01,2017,4,5.63
Kanchipuram,2017-05-01,2017,5,6.22
Kanchipuram,2017-06-01,2017,6,6.18
Kanchipuram,2017-07-01,2017,7,5.45
Kanchipuram,2017-08-01,2017,8,4.91
Kanchipuram,2017-09-01,2017,9,3.9
Kanchipuram,2017-10-01,2017,10,2.38
Kanchipuram,2017-11-01,2017,11,1.45
Kanchipuram,2018-01-01,2018,1,2.5
Kanchipuram,2018-02-01,2018,2,2.83
Kanchipuram,2018-03-01,2018,3,3.48
Kanchipuram,2018-04-01,2018,4,4.01
Kanchipuram,2018-05-01,2018,5,4.51
Kanchipuram,2018-06-01,2018,6,4.96
Kanchipuram,2018-07-01,2018,7,5.54
Kanchipuram,2018-08-01,2018,8,5.65
Kanchipuram,2018-09-01,2018,9,5.32
Kanchipuram,2018-10-01,2018,10,5.23
Kanchipuram,2018-11-01,2018,11,3.84
Kanchipuram,2019-01-01,2019,1,4.22
Kanchipuram,2019-02-01,2019,2,4.76
Kanchipuram,2019-03-01,2019,3,5.41
Kanchipuram,2019-04-01,2019,4,5.89
Kanchipuram,2019-05-01,2019,5,6.08
Kanchipuram,2019-06-01,2019,6,6.37
Kanchipuram,2019-07-01,2019,7,6.01
Kanchipuram,2019-08-01,2019,8,5.53
Kanchipuram,2019-09-01,2019,9,5.15
Kanchipuram,2019-10-01,2019,10,3.07
Kanchipuram,2019-11-01,2019,11,1.83
Kanchipuram,2020-01-01,2020,1,2.45
Kanchipuram,2020-02-01,2020,2,2.89
Kanchipuram,2020-03-01,2020,3,3.62
Kanchipuram,2020-04-01,2020,4,4.02
Kanchipuram,2020-05-01,2020,5,4.92
Kanchipuram,2020-06-01,2020,6,5.06
Kanchipuram,2020-07-01,2020,7,4.68
Kanchipuram,2020-08-01,2020,8,4.37
Kanchipuram,2020-09-01,2020,9,3.99
Kanchipuram,2020-10-01,2020,10,3.93
Kanchipuram,2020-11-01,2020,11,0.84
Kanchipuram,2020-12-01,2020,12,1.15
Kanchipuram,2021-01-01,2021,1,1.46
Kanchipuram,2021-02-01,2021,2,1.92
Kanchipuram,2021-03-01,2021,3,2.55
Kanchipuram,2021-04-01,2021,4,2.21
Kanchipuram,2021-05-01,2021,5,3.4
Kanchipuram,2021-06-01,2021,6,2.84
Kanchipuram,2021-07-01,2021,7,2.79
Kanchipuram,2021-08-01,2021,8,2.43
Kanchipuram,2021-09-01,2021,9,2.02
Kanchipuram,2021-10-01,2021,10,1.18
Kanchipuram,2021-11-01,2021,11,0.63
Kanchipuram,2022-01-01,2022,1,1.46
Kanchipuram,2022-02-01,2022,2,1.97
Kanchipuram,2022-03-01,2022,3,2.45
Kanchipuram,2022-04-01,2022,4,2.88
Kanchipuram,2022-05-01,2022,5,2.77
Kanchipuram,2022-06-01,2022,6,2.54
Kanchipuram,2022-07-01,2022,7,2.58
Kanchipuram,2022-08-01,2022,8,2.03
Kanchipuram,2022-09-01,2022,9,2.16
Kanchipuram,2022-10-01,2022,10,1.59
Kanchipuram,2022-11-01,2022,11,1.42
Kanchipuram,2023-01-01,2023,1,1.74
Kanchipuram,2023-02-01,2023,2,2.8
Kanchipuram,2023-03-01,2023,3,3.05
Kanchipuram,2023-04-01,2023,4,2.77
Kanchipuram,2023-05-01,2023,5,3.39
Kanchipuram,2023-06-01,2023,6,3.12
Kanchipuram,2023-07-01,2023,7,2.74
Kanchipuram,2023-08-01,2023,8,2.51
Kanchipuram,2023-09-01,2023,9,1.57
Kanchipuram,2023-10-01,2023,10,1.9
Kanchipuram,2023-11-01,2023,11,0.73
Kanchipuram,2024-01-01,2024,1,1.69
Kanchipuram,2024-02-01,2024,2,2.21
Kanchipuram,2024-03-01,2024,3,2.64
Kanchipuram,2024-04-01,2024,4,3.02
Kanchipuram,2024-05-01,2024,5,3.19
Kanchipuram,2024-06-01,2024,6,3.17
Kanchipuram,2024-07-01,2024,7,3.1
Kanchipuram,2024-08-01,2024,8,3.22
Kanchipuram,2024-09-01,2024,9,3.22
Kanchipuram,2024-10-01,2024,10,2.62
Kanchipuram,2024-11-01,2024,11,1.59
Kanchipuram,2025-01-01,2025,1,2.34
Kanchipuram,2025-02-01,2025,2,2.77
Kanchipuram,2025-03-01,2025,3,3.55
Kanchipuram,2025-04-01,2025,4,3.13
Kanchipuram,2025-05-01,2025,5,3.55
Kanchipuram,2025-06-01,2025,6,3.89
Kanchipuram,2025-07-01,2025,7,2.77
Kanchipuram,2025-08-01,2025,8,3.07
Kanchipuram,2025-09-01,2025,9,3.13
Kanchipuram,2025-10-01,2025,10,3.13
Kanchipuram,2025-11-01,2025,11,4.07
Kanchipuram,2025-12-01,2025,12,3.77
Kanniyakumari,2011-01-01,2011,1,4.4
Kanniyakumari,2011-02-01,2011,2,4.86
Kanniyakumari,2011-03-01,2011,3,6.26
Kanniyakumari,2011-04-01,2011,4,6.2
Kanniyakumari,2011-05-01,2011,5,5.42
Kanniyakumari,2011-06-01,2011,6,6.06
Kanniyakumari,2011-07-01,2011,7,6.05
Kanniyakumari,2011-08-01,2011,8,5.91
Kanniyakumari,2011-11-01,2011,11,5.42
Kanniyakumari,2011-12-01,2011,12,3.58
Kanniyakumari,2012-01-01,2012,1,4.95
Kanniyakumari,2012-02-01,2012,2,5.1
Kanniyakumari,2012-03-01,2012,3,5.38
Kanniyakumari,2012-04-01,2012,4,6.1
Kanniyakumari,2012-05-01,2012,5,6.17
Kanniyakumari,2012-06-01,2012,6,6.17
Kanniyakumari,2012-07-01,2012,7,6.74
Kanniyakumari,2012-08-01,2012,8,6.9
Kanniyakumari,2012-09-01,2012,9,6.75
Kanniyakumari,2012-10-01,2012,10,6.85
Kanniyakumari,2012-11-01,2012,11,5.68
Kanniyakumari,2012-12-01,2012,12,5.99
Kanniyakumari,2013-01-01,2013,1,6.51
Kanniyakumari,2013-02-01,2013,2,7.19
Kanniyakumari,2013-03-01,2013,3,7.56
Kanniyakumari,2013-04-01,2013,4,8.03
Kanniyakumari,2013-05-01,2013,5,8.23
Kanniyakumari,2013-06-01,2013,6,8.21
Kanniyakumari,2013-07-01,2013,7,7.5
Kanniyakumari,2013-08-01,2013,8,7.5
Kanniyakumari,2013-09-01,2013,9,6.36
Kanniyakumari,2013-10-01,2013,10,6.58
Kanniyakumari,2013-11-01,2013,11,5.85
Kanniyakumari,2013-12-01,2013,12,4.41
Kanniyakumari,2014-01-01,2014,1,4.65
Kanniyakumari,2014-02-01,2014,2,5.34
Kanniyakumari,2014-03-01,2014,3,5.62
Kanniyakumari,2014-04-01,2014,4,6.82
Kanniyakumari,2014-05-01,2014,5,5.58
Kanniyakumari,2014-06-01,2014,6,5.29
Kanniyakumari,2014-07-01,2014,7,5.55
Kanniyakumari,2014-08-01,2014,8,6.05
Kanniyakumari,2014-09-01,2014,9,4.72
Kanniyakumari,2014-10-01,2014,10,5.24
Kanniyakumari,2014-11-01,2014,11,4.47
Kanniyakumari,2014-12-01,2014,12,4.87
Kanniyakumari,2015-01-01,2015,1,5.56
Kanniyakumari,2015-02-01,2015,2,6.25
Kanniyakumari,2015-03-01,2015,3,6.39
Kanniyakumari,2015-04-01,2015,4,6.0
Kanniyakumari,2015-05-01,2015,5,4.49
Kanniyakumari,2015-06-01,2015,6,4.15
Kanniyakumari,2015-07-01,2015,7,4.86
Kanniyakumari,2015-08-01,2015,8,5.22
Kanniyakumari,2015-09-01,2015,9,4.51
Kanniyakumari,2015-10-01,2015,10,2.49
Kanniyakumari,2015-11-01,2015,11,2.77
Kanniyakumari,2016-01-01,2016,1,4.04
Kanniyakumari,2016-02-01,2016,2,4.44
Kanniyakumari,2016-03-01,2016,3,5.09
Kanniyakumari,2016-04-01,2016,4,5.42
Kanniyakumari,2016-05-01,2016,5,4.36
Kanniyakumari,2016-06-01,2016,6,3.69
Kanniyakumari,2016-07-01,2016,7,4.17
Kanniyakumari,2016-08-01,2016,8,4.78
Kanniyakumari,2016-09-01,2016,9,5.26
Kanniyakumari,2016-10-01,2016,10,5.47
Kanniyakumari,2016-11-01,2016,11,5.55
Kanniyakumari,2017-01-01,2017,1,6.57
Kanniyakumari,2017-02-01,2017,2,7.31
Kanniyakumari,2017-03-01,2017,3,7.8
Kanniyakumari,2017-04-01,2017,4,8.45
Kanniyakumari,2017-05-01,2017,5,8.81
Kanniyakumari,2017-06-01,2017,6,7.71
Kanniyakumari,2017-07-01,2017,7,8.78
Kanniyakumari,2017-08-01,2017,8,8.52
Kanniyakumari,2017-09-01,2017,9,7.33
Kanniyakumari,2017-10-01,2017,10,6.0
Kanniyakumari,2017-11-01,2017,11,3.42
Kanniyakumari,2018-01-01,2018,1,5.29
Kanniyakumari,2018-02-01,2018,2,6.3
Kanniyakumari,2018-03-01,2018,3,6.62
Kanniyakumari,2018-04-01,2018,4,6.76
Kanniyakumari,2018-05-01,2018,5,6.15
Kanniyakumari,2018-06-01,2018,6,5.26
Kanniyakumari,2018-07-01,2018,7,4.47
Kanniyakumari,2018-08-01,2018,8,4.34
Kanniyakumari,2018-09-01,2018,9,4.81
Kanniyakumari,2018-10-01,2018,10,4.46
Kanniyakumari,2018-11-01,2018,11,4.84
Kanniyakumari,2019-01-01,2019,1,5.88
Kanniyakumari,2019-02-01,2019,2,6.22
Kanniyakumari,2019-03-01,2019,3,7.04
Kanniyakumari,2019-04-01,2019,4,6.99
Kanniyakumari,2019-05-01,2019,5,7.61
Kanniyakumari,2019-06-01,2019,6,7.45
Kanniyakumari,2019-07-01,2019,7,7.31
Kanniyakumari,2019-08-01,2019,8,5.66
Kanniyakumari,2019-09-01,2019,9,5.04
Kanniyakumari,2019-10-01,2019,10,3.89
Kanniyakumari,2019-11-01,2019,11,4.54
Kanniyakumari,2020-01-01,2020,1,5.71
Kanniyakumari,2020-02-01,2020,2,6.02
Kanniyakumari,2020-03-01,2020,3,6.94
Kanniyakumari,2020-04-01,2020,4,6.82
Kanniyakumari,2020-05-01,2020,5,5.84
Kanniyakumari,2020-06-01,2020,6,5.47
Kanniyakumari,2020-07-01,2020,7,5.6
Kanniyakumari,2020-08-01,2020,8,5.46
Kanniyakumari,2020-09-01,2020,9,5.23
Kanniyakumari,2020-10-01,2020,10,5.15
Kanniyakumari,2020-11-01,2020,11,5.32
Kanniyakumari,2020-12-01,2020,12,5.470000000000001
Kanniyakumari,2021-01-01,2021,1,5.62
Kanniyakumari,2021-02-01,2021,2,6.26
Kanniyakumari,2021-03-01,2021,3,7.0
Kanniyakumari,2021-04-01,2021,4,6.78
Kanniyakumari,2021-05-01,2021,5,3.66
Kanniyakumari,2021-06-01,2021,6,5.02
Kanniyakumari,2021-07-01,2021,7,4.92
Kanniyakumari,2021-08-01,2021,8,5.41
Kanniyakumari,2021-09-01,2021,9,4.96
Kanniyakumari,2021-10-01,2021,10,4.06
Kanniyakumari,2021-11-01,2021,11,3.3
Kanniyakumari,2022-01-01,2022,1,5.35
Kanniyakumari,2022-02-01,2022,2,5.56
Kanniyakumari,2022-03-01,2022,3,6.27
Kanniyakumari,2022-04-01,2022,4,5.77
Kanniyakumari,2022-05-01,2022,5,4.86
Kanniyakumari,2022-06-01,2022,6,6.94
Kanniyakumari,2022-07-01,2022,7,4.95
Kanniyakumari,2022-08-01,2022,8,5.67
Kanniyakumari,2022-09-01,2022,9,5.94
Kanniyakumari,2022-10-01,2022,10,4.69
Kanniyakumari,2022-11-01,2022,11,3.5
Kanniyakumari,2023-01-01,2023,1,4.96
Kanniyakumari,2023-02-01,2023,2,6.19
Kanniyakumari,2023-03-01,2023,3,6.87
Kanniyakumari,2023-04-01,2023,4,6.65
Kanniyakumari,2023-05-01,2023,5,6.96
Kanniyakumari,2023-06-01,2023,6,7.14
Kanniyakumari,2023-07-01,2023,7,6.77
Kanniyakumari,2023-08-01,2023,8,6.33
Kanniyakumari,2023-09-01,2023,9,3.89
Kanniyakumari,2023-10-01,2023,10,3.26
Kanniyakumari,2023-11-01,2023,11,3.41
Kanniyakumari,2024-01-01,2024,1,4.83
Kanniyakumari,2024-02-01,2024,2,5.53
Kanniyakumari,2024-03-01,2024,3,6.28
Kanniyakumari,2024-04-01,2024,4,6.32
Kanniyakumari,2024-05-01,2024,5,3.77
Kanniyakumari,2024-06-01,2024,6,3.66
Kanniyakumari,2024-07-01,2024,7,5.08
Kanniyakumari,2024-08-01,2024,8,4.48
Kanniyakumari,2024-09-01,2024,9,4.48
Kanniyakumari,2024-10-01,2024,10,2.73
Kanniyakumari,2024-11-01,2024,11,3.76
Kanniyakumari,2025-01-01,2025,1,5.06
Kanniyakumari,2025-02-01,2025,2,5.07
Kanniyakumari,2025-03-01,2025,3,5.25
Kanniyakumari,2025-04-01,2025,4,4.77
Kanniyakumari,2025-05-01,2025,5,5.25
Kanniyakumari,2025-06-01,2025,6,4.48
Kanniyakumari,2025-07-01,2025,7,5.07
Kanniyakumari,2025-08-01,2025,8,5.37
Kanniyakumari,2025-09-01,2025,9,5.37
Kanniyakumari,2025-10-01,2025,10,4.77
Kanniyakumari,2025-11-01,2025,11,4.13
Kanniyakumari,2025-12-01,2025,12,4.95
Karur,2011-01-01,2011,1,5.26
Karur,2011-02-01,2011,2,5.01
Karur,2011-03-01,2011,3,6.85
Karur,2011-04-01,2011,4,6.8
Karur,2011-05-01,2011,5,7.33
Karur,2011-06-01,2011,6,7.7
Karur,2011-07-01,2011,7,8.18
Karur,2011-08-01,2011,8,8.15
Karur,2011-11-01,2011,11,6.95
Karur,2011-12-01,2011,12,6.74
Karur,2012-01-01,2012,1,6.31
Karur,2012-02-01,2012,2,6.84
Karur,2012-03-01,2012,3,7.41
Karur,2012-04-01,2012,4,7.73
Karur,2012-05-01,2012,5,8.06
Karur,2012-06-01,2012,6,7.27
Karur,2012-07-01,2012,7,7.22
Karur,2012-08-01,2012,8,7.5
Karur,2012-09-01,2012,9,7.98
Karur,2012-10-01,2012,10,8.36
Karur,2012-11-01,2012,11,7.11
Karur,2012-12-01,2012,12,6.22
Karur,2013-01-01,2013,1,7.57
Karur,2013-02-01,2013,2,7.55
Karur,2013-03-01,2013,3,7.69
Karur,2013-04-01,2013,4,9.25
Karur,2013-05-01,2013,5,10.56
Karur,2013-06-01,2013,6,10.07
Karur,2013-07-01,2013,7,9.86
Karur,2013-08-01,2013,8,9.25
Karur,2013-09-01,2013,9,8.89
Karur,2013-10-01,2013,10,8.61
Karur,2013-11-01,2013,11,8.22
Karur,2013-12-01,2013,12,7.45
Karur,2014-01-01,2014,1,8.19
Karur,2014-02-01,2014,2,9.16
Karur,2014-03-01,2014,3,9.21
Karur,2014-04-01,2014,4,9.21
Karur,2014-05-01,2014,5,9.4
Karur,2014-06-01,2014,6,9.4
Karur,2014-07-01,2014,7,8.95
Karur,2014-08-01,2014,8,9.14
Karur,2014-09-01,2014,9,8.74
Karur,2014-10-01,2014,10,8.26
Karur,2014-11-01,2014,11,7.3
Karur,2014-12-01,2014,12,5.53
Karur,2015-01-01,2015,1,6.63
Karur,2015-02-01,2015,2,7.93
Karur,2015-03-01,2015,3,7.96
Karur,2015-04-01,2015,4,8.1
Karur,2015-05-01,2015,5,7.44
Karur,2015-06-01,2015,6,8.23
Karur,2015-07-01,2015,7,8.71
Karur,2015-08-01,2015,8,8.34
Karur,2015-09-01,2015,9,7.66
Karur,2015-10-01,2015,10,6.87
Karur,2015-11-01,2015,11,4.35
Karur,2016-01-01,2016,1,4.83
Karur,2016-02-01,2016,2,5.46
Karur,2016-03-01,2016,3,5.6
Karur,2016-04-01,2016,4,5.78
Karur,2016-05-01,2016,5,5.15
Karur,2016-06-01,2016,6,7.49
Karur,2016-07-01,2016,7,5.91
Karur,2016-08-01,2016,8,6.67
Karur,2016-09-01,2016,9,6.67
Karur,2016-10-01,2016,10,6.77
Karur,2016-11-01,2016,11,7.12
Karur,2017-01-01,2017,1,7.69
Karur,2017-02-01,2017,2,7.82
Karur,2017-03-01,2017,3,7.97
Karur,2017-04-01,2017,4,8.15
Karur,2017-05-01,2017,5,8.24
Karur,2017-06-01,2017,6,8.71
Karur,2017-07-01,2017,7,8.84
Karur,2017-08-01,2017,8,7.47
Karur,2017-09-01,2017,9,5.0
Karur,2017-10-01,2017,10,4.65
Karur,2017-11-01,2017,11,4.88
Karur,2018-01-01,2018,1,5.4
Karur,2018-02-01,2018,2,5.66
Karur,2018-03-01,2018,3,6.11
Karur,2018-04-01,2018,4,6.62
Karur,2018-05-01,2018,5,6.36
Karur,2018-06-01,2018,6,6.65
Karur,2018-07-01,2018,7,6.4
Karur,2018-08-01,2018,8,6.57
Karur,2018-09-01,2018,9,6.03
Karur,2018-10-01,2018,10,5.87
Karur,2018-11-01,2018,11,5.7
Karur,2019-01-01,2019,1,6.32
Karur,2019-02-01,2019,2,6.79
Karur,2019-03-01,2019,3,6.96
Karur,2019-04-01,2019,4,7.15
Karur,2019-05-01,2019,5,7.27
Karur,2019-06-01,2019,6,7.88
Karur,2019-07-01,2019,7,8.11
Karur,2019-08-01,2019,8,7.99
Karur,2019-09-01,2019,9,6.83
Karur,2019-10-01,2019,10,5.83
Karur,2019-11-01,2019,11,5.3
Karur,2020-01-01,2020,1,6.09
Karur,2020-02-01,2020,2,6.35
Karur,2020-03-01,2020,3,6.35
Karur,2020-04-01,2020,4,6.88
Karur,2020-05-01,2020,5,7.23
Karur,2020-06-01,2020,6,7.02
Karur,2020-07-01,2020,7,6.34
Karur,2020-08-01,2020,8,5.74
Karur,2020-09-01,2020,9,5.1
Karur,2020-10-01,2020,10,4.68
Karur,2020-11-01,2020,11,3.93
Karur,2020-12-01,2020,12,3.6
Karur,2021-01-01,2021,1,3.27
Karur,2021-02-01,2021,2,3.98
Karur,2021-03-01,2021,3,4.52
Karur,2021-04-01,2021,4,5.03
Karur,2021-05-01,2021,5,5.27
Karur,2021-06-01,2021,6,5.4
Karur,2021-07-01,2021,7,5.59
Karur,2021-08-01,2021,8,5.24
Karur,2021-09-01,2021,9,4.97
Karur,2021-10-01,2021,10,4.36
Karur,2021-11-01,2021,11,3.91
Karur,2022-01-01,2022,1,3.57
Karur,2022-02-01,2022,2,4.02
Karur,2022-03-01,2022,3,4.4
Karur,2022-04-01,2022,4,4.6
Karur,2022-05-01,2022,5,4.31
Karur,2022-06-01,2022,6,4.45
Karur,2022-07-01,2022,7,4.48
Karur,2022-08-01,2022,8,4.26
Karur,2022-09-01,2022,9,4.33
Karur,2022-10-01,2022,10,3.61
Karur,2022-11-01,2022,11,2.51
Karur,2023-01-01,2023,1,2.93
Karur,2023-02-01,2023,2,4.97
Karur,2023-03-01,2023,3,5.32
Karur,2023-04-01,2023,4,5.47
Karur,2023-05-01,2023,5,5.48
Karur,2023-06-01,2023,6,5.99
Karur,2023-07-01,2023,7,4.48
Karur,2023-08-01,2023,8,4.36
Karur,2023-09-01,2023,9,4.38
Karur,2023-10-01,2023,10,3.98
Karur,2023-11-01,2023,11,3.57
Karur,2024-01-01,2024,1,4.15
Karur,2024-02-01,2024,2,4.46
Karur,2024-03-01,2024,3,4.75
Karur,2024-04-01,2024,4,5.32
Karur,2024-05-01,2024,5,4.34
Karur,2024-06-01,2024,6,4.34
Karur,2024-07-01,2024,7,5.02
Karur,2024-08-01,2024,8,5.48
Karur,2024-09-01,2024,9,5.48
Karur,2024-10-01,2024,10,4.02
Karur,2024-11-01,2024,11,3.76
Karur,2025-01-01,2025,1,3.62
Karur,2025-02-01,2025,2,4.11
Karur,2025-03-01,2025,3,4.58
Karur,2025-04-01,2025,4,5.19
Karur,2025-05-01,2025,5,4.58
Karur,2025-06-01,2025,6,4.82
Karur,2025-07-01,2025,7,4.11
Karur,2025-08-01,2025,8,4.41
Karur,2025-09-01,2025,9,4.41
Karur,2025-10-01,2025,10,5.19
Karur,2025-11-01,2025,11,5.08
Karur,2025-12-01,2025,12,5.32
Krishnagiri,2011-01-01,2011,1,6.1
Krishnagiri,2011-02-01,2011,2,6.91
Krishnagiri,2011-03-01,2011,3,6.28
Krishnagiri,2011-04-01,2011,4,7.0
Krishnagiri,2011-05-01,2011,5,6.74
Krishnagiri,2011-06-01,2011,6,7.54
Krishnagiri,2011-07-01,2011,7,7.34
Krishnagiri,2011-08-01,2011,8,6.29
Krishnagiri,2011-11-01,2011,11,5.88
Krishnagiri,2011-12-01,2011,12,5.68
Krishnagiri,2012-01-01,2012,1,5.55
Krishnagiri,2012-02-01,2012,2,6.12
Krishnagiri,2012-03-01,2012,3,6.96
Krishnagiri,2012-04-01,2012,4,6.79
Krishnagiri,2012-05-01,2012,5,8.02
Krishnagiri,2012-06-01,2012,6,7.97
Krishnagiri,2012-07-01,2012,7,8.87
Krishnagiri,2012-08-01,2012,8,8.99
Krishnagiri,2012-09-01,2012,9,8.74
Krishnagiri,2012-10-01,2012,10,8.27
Krishnagiri,2012-11-01,2012,11,5.69
Krishnagiri,2012-12-01,2012,12,6.12
Krishnagiri,2013-01-01,2013,1,7.17
Krishnagiri,2013-02-01,2013,2,8.58
Krishnagiri,2013-03-01,2013,3,5.9
Krishnagiri,2013-04-01,2013,4,9.16
Krishnagiri,2013-05-01,2013,5,9.17
Krishnagiri,2013-06-01,2013,6,6.43
Krishnagiri,2013-07-01,2013,7,11.67
Krishnagiri,2013-08-01,2013,8,22.68
Krishnagiri,2013-09-01,2013,9,9.18
Krishnagiri,2013-10-01,2013,10,7.95
Krishnagiri,2013-11-01,2013,11,6.1
Krishnagiri,2013-12-01,2013,12,3.72
Krishnagiri,2014-01-01,2014,1,5.28
Krishnagiri,2014-02-01,2014,2,6.18
Krishnagiri,2014-03-01,2014,3,7.98
Krishnagiri,2014-04-01,2014,4,7.9
Krishnagiri,2014-05-01,2014,5,8.32
Krishnagiri,2014-06-01,2014,6,8.25
Krishnagiri,2014-07-01,2014,7,7.66
Krishnagiri,2014-08-01,2014,8,7.9
Krishnagiri,2014-09-01,2014,9,8.0
Krishnagiri,2014-10-01,2014,10,8.03
Krishnagiri,2014-11-01,2014,11,23.18
Krishnagiri,2014-12-01,2014,12,6.01
Krishnagiri,2015-01-01,2015,1,6.52
Krishnagiri,2015-02-01,2015,2,6.51
Krishnagiri,2015-03-01,2015,3,5.85
Krishnagiri,2015-04-01,2015,4,6.1
Krishnagiri,2015-05-01,2015,5,6.9
Krishnagiri,2015-06-01,2015,6,7.95
Krishnagiri,2015-07-01,2015,7,8.31
Krishnagiri,2015-08-01,2015,8,8.59
Krishnagiri,2015-09-01,2015,9,8.59
Krishnagiri,2015-10-01,2015,10,8.33
Krishnagiri,2015-11-01,2015,11,5.81
Krishnagiri,2016-01-01,2016,1,5.5
Krishnagiri,2016-02-01,2016,2,5.7
Krishnagiri,2016-03-01,2016,3,5.61
Krishnagiri,2016-04-01,2016,4,6.04
Krishnagiri,2016-05-01,2016,5,8.11
Krishnagiri,2016-06-01,2016,6,8.36
Krishnagiri,2016-07-01,2016,7,8.37
Krishnagiri,2016-08-01,2016,8,8.32
Krishnagiri,2016-09-01,2016,9,8.46
Krishnagiri,2016-10-01,2016,10,8.57
Krishnagiri,2016-11-01,2016,11,9.79
Krishnagiri,2017-01-01,2017,1,8.99
Krishnagiri,2017-02-01,2017,2,9.19
Krishnagiri,2017-03-01,2017,3,9.58
Krishnagiri,2017-04-01,2017,4,9.33
Krishnagiri,2017-05-01,2017,5,11.58
Krishnagiri,2017-06-01,2017,6,9.86
Krishnagiri,2017-07-01,2017,7,9.81
Krishnagiri,2017-08-01,2017,8,9.29
Krishnagiri,2017-09-01,2017,9,9.05
Krishnagiri,2017-10-01,2017,10,8.53
Krishnagiri,2017-11-01,2017,11,7.71
Krishnagiri,2018-01-01,2018,1,7.39
Krishnagiri,2018-02-01,2018,2,7.53
Krishnagiri,2018-03-01,2018,3,7.63
Krishnagiri,2018-04-01,2018,4,8.09
Krishnagiri,2018-05-01,2018,5,8.06
Krishnagiri,2018-06-01,2018,6,8.17
Krishnagiri,2018-07-01,2018,7,8.22
Krishnagiri,2018-08-01,2018,8,8.36
Krishnagiri,2018-09-01,2018,9,8.3
Krishnagiri,2018-10-01,2018,10,8.3
Krishnagiri,2018-11-01,2018,11,8.47
Krishnagiri,2019-01-01,2019,1,8.66
Krishnagiri,2019-02-01,2019,2,8.44
Krishnagiri,2019-03-01,2019,3,9.19
Krishnagiri,2019-04-01,2019,4,9.28
Krishnagiri,2019-05-01,2019,5,9.49
Krishnagiri,2019-06-01,2019,6,9.81
Krishnagiri,2019-07-01,2019,7,9.86
Krishnagiri,2019-08-01,2019,8,9.61
Krishnagiri,2019-09-01,2019,9,9.39
Krishnagiri,2019-10-01,2019,10,8.85
Krishnagiri,2019-11-01,2019,11,8.26
Krishnagiri,2020-01-01,2020,1,8.3
Krishnagiri,2020-02-01,2020,2,8.36
Krishnagiri,2020-03-01,2020,3,8.64
Krishnagiri,2020-04-01,2020,4,9.05
Krishnagiri,2020-05-01,2020,5,9.11
Krishnagiri,2020-06-01,2020,6,8.96
Krishnagiri,2020-07-01,2020,7,9.07
Krishnagiri,2020-08-01,2020,8,9.05
Krishnagiri,2020-09-01,2020,9,9.06
Krishnagiri,2020-10-01,2020,10,8.91
Krishnagiri,2020-11-01,2020,11,8.54
Krishnagiri,2020-12-01,2020,12,8.27
Krishnagiri,2021-01-01,2021,1,8.0
Krishnagiri,2021-02-01,2021,2,8.59
Krishnagiri,2021-03-01,2021,3,8.84
Krishnagiri,2021-04-01,2021,4,9.17
Krishnagiri,2021-05-01,2021,5,9.39
Krishnagiri,2021-06-01,2021,6,8.78
