District,Irrigation_Type,GW_Dependency_Ratio,GW_Trend_m_per_yr,Forecast_Horizon,Season,Predicted_GW_Depth_m,GW_Severity,Leading_Current_Crop,Top_Recommended_Crop,Rice_Viable,Viable_Crops_Ranked,Leading_Crop_Water_Req_Lkg,Recommended_Water_Req_Lkg,Potential_Water_Saving_pct,Rice_Attr_Weight,Dominant_Stress_Crop,CWSI
Perambalur,Groundwater-dependent,1.0,0.103,3yr,Kuruvai,6.03,Slow depletion,Maize,Bajra,True,Bajra(0.176) > Maize(0.351) > Groundnut(0.390) > Jowar(0.488) > Rice(0.507),1200,400,66.7,0.0,Jowar,1320.2
Perambalur,Groundwater-dependent,1.0,0.103,5yr,Samba,5.98,Slow depletion,Maize,Bajra,True,Bajra(0.162) > Maize(0.338) > Groundnut(0.376) > Jowar(0.475) > Rice(0.494),1200,400,66.7,0.0,Jowar,1320.2
Perambalur,Groundwater-dependent,1.0,0.103,5yr,Kuruvai,5.98,Slow depletion,Maize,Bajra,True,Bajra(0.176) > Maize(0.351) > Groundnut(0.390) > Jowar(0.488) > Rice(0.507),1200,400,66.7,0.0,Jowar,1320.2
Pudukkottai,Mixed,0.534,0.385,1yr,Samba,5.08,Moderate depletion,Rice,Jowar,True,Jowar(0.213) > Groundnut(0.249) > Maize(0.330) > Bajra(0.338) > Rice(0.391),2500,700,72.0,0.1156,Bajra,2325.9
Pudukkottai,Mixed,0.534,0.385,1yr,Kuruvai,5.08,Moderate depletion,Rice,Jowar,True,Jowar(0.219) > Groundnut(0.255) > Maize(0.336) > Bajra(0.344) > Rice(0.397),2500,700,72.0,0.1156,Bajra,2325.9
Pudukkottai,Mixed,0.534,0.385,3yr,Samba,5.06,Moderate depletion,Rice,Jowar,True,Jowar(0.213) > Groundnut(0.249) > Maize(0.330) > Bajra(0.338) > Rice(0.391),2500,700,72.0,0.1156,Bajra,2325.9
Pudukkottai,Mixed,0.534,0.385,3yr,Kuruvai,5.06,Moderate depletion,Rice,Jowar,True,Jowar(0.219) > Groundnut(0.255) > Maize(0.336) > Bajra(0.344) > Rice(0.397),2500,700,72.0,0.1156,Bajra,2325.9
Pudukkottai,Mixed,0.534,0.385,5yr,Samba,5.04,Moderate depletion,Rice,Jowar,True,Jowar(0.213) > Groundnut(0.249) > Maize(0.330) > Bajra(0.338) > Rice(0.391),2500,700,72.0,0.1156,Bajra,2325.9
Pudukkottai,Mixed,0.534,0.385,5yr,Kuruvai,5.04,Moderate depletion,Rice,Jowar,True,Jowar(0.219) > Groundnut(0.255) > Maize(0.336) > Bajra(0.344) > Rice(0.397),2500,700,72.0,0.1156,Bajra,2325.9
Ramanathapuram,Surface-water dominant,0.179,-0.378,1yr,Samba,4.15,Stable/recovering,Rice,Maize,True,Maize(0.152) > Groundnut(0.180) > Bajra(0.222) > Jowar(0.263) > Rice(0.360),2500,1200,52.0,0.0,Jowar,2404.5
Ramanathapuram,Surface-water dominant,0.179,-0.378,1yr,Kuruvai,4.15,Stable/recovering,Rice,Maize,True,Maize(0.193) > Groundnut(0.221) > Bajra(0.263) > Jowar(0.304) > Rice(0.401),2500,1200,52.0,0.0,Jowar,2404.5
Ramanathapuram,Surface-water dominant,0.179,-0.378,3yr,Samba,4.16,Stable/recovering,Rice,Maize,True,Maize(0.152) > Groundnut(0.180) > Bajra(0.222) > Jowar(0.263) > Rice(0.360),2500,1200,52.0,0.0,Jowar,2404.5
Ramanathapuram,Surface-water dominant,0.179,-0.378,3yr,Kuruvai,4.16,Stable/recovering,Rice,Maize,True,Maize(0.193) > Groundnut(0.221) > Bajra(0.263) > Jowar(0.304) > Rice(0.401),2500,1200,52.0,0.0,Jowar,2404.5
Ramanathapuram,Surface-water dominant,0.179,-0.378,5yr,Samba,4.15,Stable/recovering,Rice,Maize,True,Maize(0.152) > Groundnut(0.180) > Bajra(0.222) > Jowar(0.263) > Rice(0.360),2500,1200,52.0,0.0,Jowar,2404.5
Ramanathapuram,Surface-water dominant,0.179,-0.378,5yr,Kuruvai,4.15,Stable/recovering,Rice,Maize,True,Maize(0.193) > Groundnut(0.221) > Bajra(0.263) > Jowar(0.304) > Rice(0.401),2500,1200,52.0,0.0,Jowar,2404.5
Ranipet,Groundwater-dependent,0.948,-0.136,1yr,Samba,4.85,Stable/recovering,Rice,Bajra,True,Bajra(0.178) > Jowar(0.237) > Groundnut(0.296) > Maize(0.336) > Rice(0.593),2500,400,84.0,0.431,Rice,2216.5
Ranipet,Groundwater-dependent,0.948,-0.136,1yr,Kuruvai,4.85,Stable/recovering,Rice,Bajra,True,Bajra(0.169) > Jowar(0.228) > Groundnut(0.287) > Maize(0.327) > Rice(0.584),2500,400,84.0,0.431,Rice,2216.5
Ranipet,Groundwater-dependent,0.948,-0.136,3yr,Samba,4.81,Stable/recovering,Rice,Bajra,True,Bajra(0.178) > Jowar(0.237) > Groundnut(0.296) > Maize(0.336) > Rice(0.593),2500,400,84.0,0.431,Rice,2216.5
Ranipet,Groundwater-dependent,0.948,-0.136,3yr,Kuruvai,4.81,Stable/recovering,Rice,Bajra,True,Bajra(0.169) > Jowar(0.228) > Groundnut(0.287) > Maize(0.327) > Rice(0.584),2500,400,84.0,0.431,Rice,2216.5
Ranipet,Groundwater-dependent,0.948,-0.136,5yr,Samba,4.85,Stable/recovering,Rice,Bajra,True,Bajra(0.178) > Jowar(0.237) > Groundnut(0.296) > Maize(0.336) > Rice(0.593),2500,400,84.0,0.431,Rice,2216.5
Ranipet,Groundwater-dependent,0.948,-0.136,5yr,Kuruvai,4.85,Stable/recovering,Rice,Bajra,True,Bajra(0.169) > Jowar(0.228) > Groundnut(0.287) > Maize(0.327) > Rice(0.584),2500,400,84.0,0.431,Rice,2216.5
Salem,Groundwater-dependent,0.993,-0.298,1yr,Samba,6.19,Stable/recovering,Jowar,Bajra,True,Groundnut(0.324) > Maize(0.347) > Bajra(0.382) > Jowar(0.427) > Rice(0.503),700,400,42.9,0.0,Jowar,1191.2
Salem,Groundwater-dependent,0.993,-0.298,1yr,Kuruvai,6.19,Stable/recovering,Jowar,Bajra,True,Groundnut(0.311) > Maize(0.335) > Bajra(0.369) > Jowar(0.414) > Rice(0.491),700,400,42.9,0.0,Jowar,1191.2
Salem,Groundwater-dependent,0.993,-0.298,3yr,Samba,6.16,Stable/recovering,Jowar,Bajra,True,Groundnut(0.324) > Maize(0.347) > Bajra(0.382) > Jowar(0.427) > Rice(0.503),700,400,42.9,0.0,Jowar,1191.2
Salem,Groundwater-dependent,0.993,-0.298,3yr,Kuruvai,6.16,Stable/recovering,Jowar,Bajra,True,Groundnut(0.311) > Maize(0.335) > Bajra(0.369) > Jowar(0.414) > Rice(0.491),700,400,42.9,0.0,Jowar,1191.2
Salem,Groundwater-dependent,0.993,-0.298,5yr,Samba,6.1,Stable/recovering,Jowar,Bajra,True,Groundnut(0.324) > Maize(0.347) > Bajra(0.382) > Jowar(0.427) > Rice(0.503),700,400,42.9,0.0,Jowar,1191.2
Salem,Groundwater-dependent,0.993,-0.298,5yr,Kuruvai,6.1,Stable/recovering,Jowar,Bajra,True,Groundnut(0.311) > Maize(0.335) > Bajra(0.369) > Jowar(0.414) > Rice(0.491),700,400,42.9,0.0,Jowar,1191.2
Sivaganga,Surface-water dominant,0.287,0.075,1yr,Samba,4.54,Slow depletion,Rice,Groundnut,True,Groundnut(0.118) > Maize(0.171) > Bajra(0.215) > Jowar(0.333) > Rice(0.388),2500,1000,60.0,0.0,Jowar,2463.2
Sivaganga,Surface-water dominant,0.287,0.075,1yr,Kuruvai,4.54,Slow depletion,Rice,Groundnut,True,Groundnut(0.126) > Maize(0.179) > Bajra(0.223) > Jowar(0.341) > Rice(0.395),2500,1000,60.0,0.0,Jowar,2463.2
Sivaganga,Surface-water dominant,0.287,0.075,3yr,Samba,4.41,Slow depletion,Rice,Groundnut,True,Groundnut(0.118) > Maize(0.171) > Bajra(0.215) > Jowar(0.333) > Rice(0.388),2500,1000,60.0,0.0,Jowar,2463.2
Sivaganga,Surface-water dominant,0.287,0.075,3yr,Kuruvai,4.41,Slow depletion,Rice,Groundnut,True,Groundnut(0.126) > Maize(0.179) > Bajra(0.223) > Jowar(0.341) > Rice(0.395),2500,1000,60.0,0.0,Jowar,2463.2
Sivaganga,Surface-water dominant,0.287,0.075,5yr,Samba,4.41,Slow depletion,Rice,Groundnut,True,Groundnut(0.118) > Maize(0.171) > Bajra(0.215) > Jowar(0.333) > Rice(0.388),2500,1000,60.0,0.0,Jowar,2463.2
Sivaganga,Surface-water dominant,0.287,0.075,5yr,Kuruvai,4.41,Slow depletion,Rice,Groundnut,True,Groundnut(0.126) > Maize(0.179) > Bajra(0.223) > Jowar(0.341) > Rice(0.395),2500,1000,60.0,0.0,Jowar,2463.2
Thanjavur,Mixed,0.364,0.085,1yr,Samba,3.34,Slow depletion,Rice,Bajra,True,Bajra(0.058) > Jowar(0.167) > Groundnut(0.203) > Maize(0.353) > Rice(0.509),2500,400,84.0,0.4809,Rice,2444.4
Thanjavur,Mixed,0.364,0.085,1yr,Kuruvai,3.34,Slow depletion,Rice,Bajra,True,Bajra(0.084) > Jowar(0.193) > Groundnut(0.229) > Maize(0.379) > Rice(0.535),2500,400,84.0,0.4809,Rice,2444.4
Thanjavur,Mixed,0.364,0.085,3yr,Samba,3.35,Slow depletion,Rice,Bajra,True,Bajra(0.058) > Jowar(0.167) > Groundnut(0.203) > Maize(0.353) > Rice(0.509),2500,400,84.0,0.4809,Rice,2444.4
Thanjavur,Mixed,0.364,0.085,3yr,Kuruvai,3.35,Slow depletion,Rice,Bajra,True,Bajra(0.084) > Jowar(0.193) > Groundnut(0.229) > Maize(0.379) > Rice(0.535),2500,400,84.0,0.4809,Rice,2444.4
Thanjavur,Mixed,0.364,0.085,5yr,Samba,3.34,Slow depletion,Rice,Bajra,True,Bajra(0.058) > Jowar(0.167) > Groundnut(0.203) > Maize(0.353) > Rice(0.509),2500,400,84.0,0.4809,Rice,2444.4
Thanjavur,Mixed,0.364,0.085,5yr,Kuruvai,3.34,Slow depletion,Rice,Bajra,True,Bajra(0.084) > Jowar(0.193) > Groundnut(0.229) > Maize(0.379) > Rice(0.535),2500,400,84.0,0.4809,Rice,2444.4
The nilgiris,Groundwater-dependent,0.986,-0.142,1yr,Samba,2.44,Stable/recovering,Rice,Bajra,True,Bajra(0.232) > Groundnut(0.304) > Maize(0.328) > Rice(0.489) > Jowar(0.533),2500,400,84.0,0.2109,Jowar,2424.0
The nilgiris,Groundwater-dependent,0.986,-0.142,1yr,Kuruvai,2.44,Stable/recovering,Rice,Bajra,True,Bajra(0.186) > Groundnut(0.258) > Maize(0.282) > Rice(0.443) > Jowar(0.487),2500,400,84.0,0.2109,Jowar,2424.0
The nilgiris,Groundwater-dependent,0.986,-0.142,3yr,Samba,2.43,Stable/recovering,Rice,Bajra,True,Bajra(0.232) > Groundnut(0.304) > Maize(0.328) > Rice(0.489) > Jowar(0.533),2500,400,84.0,0.2109,Jowar,2424.0
The nilgiris,Groundwater-dependent,0.986,-0.142,3yr,Kuruvai,2.43,Stable/recovering,Rice,Bajra,True,Bajra(0.186) > Groundnut(0.258) > Maize(0.282) > Rice(0.443) > Jowar(0.487),2500,400,84.0,0.2109,Jowar,2424.0
The nilgiris,Groundwater-dependent,0.986,-0.142,5yr,Samba,2.43,Stable/recovering,Rice,Bajra,True,Bajra(0.232) > Groundnut(0.304) > Maize(0.328) > Rice(0.489) > Jowar(0.533),2500,400,84.0,0.2109,Jowar,2424.0
The nilgiris,Groundwater-dependent,0.986,-0.142,5yr,Kuruvai,2.43,Stable/recovering,Rice,Bajra,True,Bajra(0.186) > Groundnut(0.258) > Maize(0.282) > Rice(0.443) > Jowar(0.487),2500,400,84.0,0.2109,Jowar,2424.0
Theni,Groundwater-dependent,0.769,-0.715,1yr,Samba,9.07,Stable/recovering,Rice,Bajra,False,Bajra(0.222) > Maize(0.250) > Groundnut(0.286) > Jowar(0.483),2500,400,84.0,0.0,Jowar,1623.0
Theni,Groundwater-dependent,0.769,-0.715,1yr,Kuruvai,9.07,Stable/recovering,Rice,Bajra,True,Bajra(0.233) > Maize(0.261) > Groundnut(0.297) > Rice(0.477) > Jowar(0.494),2500,400,84.0,0.0,Jowar,1623.0
Theni,Groundwater-dependent,0.769,-0.715,3yr,Samba,9.09,Stable/recovering,Rice,Bajra,False,Bajra(0.222) > Maize(0.250) > Groundnut(0.286) > Jowar(0.483),2500,400,84.0,0.0,Jowar,1623.0
Theni,Groundwater-dependent,0.769,-0.715,3yr,Kuruvai,9.09,Stable/recovering,Rice,Bajra,True,Bajra(0.233) > Maize(0.261) > Groundnut(0.297) > Rice(0.477) > Jowar(0.494),2500,400,84.0,0.0,Jowar,1623.0
Theni,Groundwater-dependent,0.769,-0.715,5yr,Samba,9.01,Stable/recovering,Rice,Bajra,False,Bajra(0.222) > Maize(0.250) > Groundnut(0.286) > Jowar(0.483),2500,400,84.0,0.0,Jowar,1623.0
Theni,Groundwater-dependent,0.769,-0.715,5yr,Kuruvai,9.01,Stable/recovering,Rice,Bajra,True,Bajra(0.233) > Maize(0.261) > Groundnut(0.297) > Rice(0.477) > Jowar(0.494),2500,400,84.0,0.0,Jowar,1623.0
Thenkasi,Mixed,0.556,0.007,1yr,Samba,5.39,Slow depletion,Rice,Bajra,True,Bajra(0.113) > Jowar(0.172) > Groundnut(0.231) > Maize(0.271) > Rice(0.528),2500,400,84.0,0.431,Rice,2005.4
Thenkasi,Mixed,0.556,0.007,1yr,Kuruvai,5.39,Slow depletion,Rice,Bajra,True,Bajra(0.142) > Jowar(0.201) > Groundnut(0.261) > Maize(0.300) > Rice(0.557),2500,400,84.0,0.431,Rice,2005.4
Thenkasi,Mixed,0.556,0.007,3yr,Samba,5.38,Slow depletion,Rice,Bajra,True,Bajra(0.113) > Jowar(0.172) > Groundnut(0.231) > Maize(0.271) > Rice(0.528),2500,400,84.0,0.431,Rice,2005.4
Thenkasi,Mixed,0.556,0.007,3yr,Kuruvai,5.38,Slow depletion,Rice,Bajra,True,Bajra(0.142) > Jowar(0.201) > Groundnut(0.261) > Maize(0.300) > Rice(0.557),2500,400,84.0,0.431,Rice,2005.4
Thenkasi,Mixed,0.556,0.007,5yr,Samba,5.36,Slow depletion,Rice,Bajra,True,Bajra(0.113) > Jowar(0.172) > Groundnut(0.231) > Maize(0.271) > Rice(0.528),2500,400,84.0,0.431,Rice,2005.4
Thenkasi,Mixed,0.556,0.007,5yr,Kuruvai,5.36,Slow depletion,Rice,Bajra,True,Bajra(0.142) > Jowar(0.201) > Groundnut(0.261) > Maize(0.300) > Rice(0.557),2500,400,84.0,0.431,Rice,2005.4
Thiruvallur,Groundwater-dependent,0.887,-0.107,1yr,Samba,4.0,Stable/recovering,Rice,Jowar,True,Jowar(0.240) > Groundnut(0.276) > Maize(0.300) > Bajra(0.381) > Rice(0.549),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvallur,Groundwater-dependent,0.887,-0.107,1yr,Kuruvai,4.0,Stable/recovering,Rice,Jowar,True,Jowar(0.252) > Groundnut(0.288) > Maize(0.312) > Bajra(0.393) > Rice(0.561),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvallur,Groundwater-dependent,0.887,-0.107,3yr,Samba,4.02,Stable/recovering,Rice,Jowar,True,Jowar(0.240) > Groundnut(0.276) > Maize(0.300) > Bajra(0.381) > Rice(0.549),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvallur,Groundwater-dependent,0.887,-0.107,3yr,Kuruvai,4.02,Stable/recovering,Rice,Jowar,True,Jowar(0.252) > Groundnut(0.288) > Maize(0.312) > Bajra(0.393) > Rice(0.561),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvallur,Groundwater-dependent,0.887,-0.107,5yr,Samba,4.01,Stable/recovering,Rice,Jowar,True,Jowar(0.240) > Groundnut(0.276) > Maize(0.300) > Bajra(0.381) > Rice(0.549),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvallur,Groundwater-dependent,0.887,-0.107,5yr,Kuruvai,4.01,Stable/recovering,Rice,Jowar,True,Jowar(0.252) > Groundnut(0.288) > Maize(0.312) > Bajra(0.393) > Rice(0.561),2500,700,72.0,0.4069,Bajra,2410.6
Thiruvarur,Surface-water dominant,0.0,-0.225,1yr,Samba,2.91,Stable/recovering,Rice,Jowar,True,Jowar(0.053) > Bajra(0.060) > Groundnut(0.132) > Rice(0.253) > Maize(0.440),2500,700,72.0,0.0681,Maize,2482.3
Thiruvarur,Surface-water dominant,0.0,-0.225,1yr,Kuruvai,2.91,Stable/recovering,Rice,Jowar,True,Jowar(0.095) > Bajra(0.103) > Groundnut(0.175) > Rice(0.295) > Maize(0.482),2500,700,72.0,0.0681,Maize,2482.3
Thiruvarur,Surface-water dominant,0.0,-0.225,3yr,Samba,2.92,Stable/recovering,Rice,Jowar,True,Jowar(0.053) > Bajra(0.060) > Groundnut(0.132) > Rice(0.253) > Maize(0.440),2500,700,72.0,0.0681,Maize,2482.3
Thiruvarur,Surface-water dominant,0.0,-0.225,3yr,Kuruvai,2.92,Stable/recovering,Rice,Jowar,True,Jowar(0.095) > Bajra(0.103) > Groundnut(0.175) > Rice(0.295) > Maize(0.482),2500,700,72.0,0.0681,Maize,2482.3
Thiruvarur,Surface-water dominant,0.0,-0.225,5yr,Samba,2.94,Stable/recovering,Rice,Jowar,True,Jowar(0.053) > Bajra(0.060) > Groundnut(0.132) > Rice(0.253) > Maize(0.440),2500,700,72.0,0.0681,Maize,2482.3
Thiruvarur,Surface-water dominant,0.0,-0.225,5yr,Kuruvai,2.94,Stable/recovering,Rice,Jowar,True,Jowar(0.095) > Bajra(0.103) > Groundnut(0.175) > Rice(0.295) > Maize(0.482),2500,700,72.0,0.0681,Maize,2482.3
Thoothukudi,Mixed,0.512,-0.014,1yr,Samba,4.64,Stable/recovering,Maize,Groundnut,True,Groundnut(0.244) > Maize(0.268) > Bajra(0.274) > Jowar(0.375) > Rice(0.424),1200,1000,16.7,0.0,Jowar,1264.9
Thoothukudi,Mixed,0.512,-0.014,1yr,Kuruvai,4.64,Stable/recovering,Maize,Groundnut,True,Groundnut(0.279) > Maize(0.303) > Bajra(0.309) > Jowar(0.410) > Rice(0.459),1200,1000,16.7,0.0,Jowar,1264.9
Thoothukudi,Mixed,0.512,-0.014,3yr,Samba,4.65,Stable/recovering,Maize,Groundnut,True,Groundnut(0.244) > Maize(0.268) > Bajra(0.274) > Jowar(0.375) > Rice(0.424),1200,1000,16.7,0.0,Jowar,1264.9
Thoothukudi,Mixed,0.512,-0.014,3yr,Kuruvai,4.65,Stable/recovering,Maize,Groundnut,True,Groundnut(0.279) > Maize(0.303) > Bajra(0.309) > Jowar(0.410) > Rice(0.459),1200,1000,16.7,0.0,Jowar,1264.9
Thoothukudi,Mixed,0.512,-0.014,5yr,Samba,4.63,Stable/recovering,Maize,Groundnut,True,Groundnut(0.244) > Maize(0.268) > Bajra(0.274) > Jowar(0.375) > Rice(0.424),1200,1000,16.7,0.0,Jowar,1264.9
Thoothukudi,Mixed,0.512,-0.014,5yr,Kuruvai,4.63,Stable/recovering,Maize,Groundnut,True,Groundnut(0.279) > Maize(0.303) > Bajra(0.309) > Jowar(0.410) > Rice(0.459),1200,1000,16.7,0.0,Jowar,1264.9
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,1yr,Samba,6.55,Stable/recovering,Rice,Bajra,True,Bajra(0.261) > Groundnut(0.281) > Maize(0.305) > Rice(0.461) > Jowar(0.464),2500,400,84.0,0.0,Jowar,1797.7
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,1yr,Kuruvai,6.55,Stable/recovering,Rice,Bajra,True,Bajra(0.269) > Groundnut(0.289) > Maize(0.313) > Rice(0.469) > Jowar(0.472),2500,400,84.0,0.0,Jowar,1797.7
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,3yr,Samba,6.57,Stable/recovering,Rice,Bajra,True,Bajra(0.261) > Groundnut(0.281) > Maize(0.305) > Rice(0.461) > Jowar(0.464),2500,400,84.0,0.0,Jowar,1797.7
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,3yr,Kuruvai,6.57,Stable/recovering,Rice,Bajra,True,Bajra(0.269) > Groundnut(0.289) > Maize(0.313) > Rice(0.469) > Jowar(0.472),2500,400,84.0,0.0,Jowar,1797.7
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,5yr,Samba,6.54,Stable/recovering,Rice,Bajra,True,Bajra(0.261) > Groundnut(0.281) > Maize(0.305) > Rice(0.461) > Jowar(0.464),2500,400,84.0,0.0,Jowar,1797.7
Tiruchirappalli,Groundwater-dependent,0.746,-0.352,5yr,Kuruvai,6.54,Stable/recovering,Rice,Bajra,True,Bajra(0.269) > Groundnut(0.289) > Maize(0.313) > Rice(0.469) > Jowar(0.472),2500,400,84.0,0.0,Jowar,1797.7
Tirunelveli,Mixed,0.465,0.228,1yr,Samba,4.68,Slow depletion,Rice,Jowar,True,Jowar(0.147) > Groundnut(0.225) > Maize(0.276) > Bajra(0.347) > Rice(0.405),2500,700,72.0,0.0,Bajra,2460.1
Tirunelveli,Mixed,0.465,0.228,1yr,Kuruvai,4.68,Slow depletion,Rice,Jowar,True,Jowar(0.192) > Groundnut(0.269) > Maize(0.320) > Bajra(0.391) > Rice(0.449),2500,700,72.0,0.0,Bajra,2460.1
Tirunelveli,Mixed,0.465,0.228,3yr,Samba,4.66,Slow depletion,Rice,Jowar,True,Jowar(0.147) > Groundnut(0.225) > Maize(0.276) > Bajra(0.347) > Rice(0.405),2500,700,72.0,0.0,Bajra,2460.1
Tirunelveli,Mixed,0.465,0.228,3yr,Kuruvai,4.66,Slow depletion,Rice,Jowar,True,Jowar(0.192) > Groundnut(0.269) > Maize(0.320) > Bajra(0.391) > Rice(0.449),2500,700,72.0,0.0,Bajra,2460.1
Tirunelveli,Mixed,0.465,0.228,5yr,Samba,4.63,Slow depletion,Rice,Jowar,True,Jowar(0.147) > Groundnut(0.225) > Maize(0.276) > Bajra(0.347) > Rice(0.405),2500,700,72.0,0.0,Bajra,2460.1
Tirunelveli,Mixed,0.465,0.228,5yr,Kuruvai,4.63,Slow depletion,Rice,Jowar,True,Jowar(0.192) > Groundnut(0.269) > Maize(0.320) > Bajra(0.391) > Rice(0.449),2500,700,72.0,0.0,Bajra,2460.1
Tirupathur,Groundwater-dependent,1.0,-0.345,1yr,Samba,4.87,Stable/recovering,Groundnut,Bajra,True,Bajra(0.201) > Jowar(0.260) > Groundnut(0.319) > Maize(0.359) > Rice(0.616),1000,400,60.0,0.431,Rice,1466.4
Tirupathur,Groundwater-dependent,1.0,-0.345,1yr,Kuruvai,4.87,Stable/recovering,Groundnut,Bajra,True,Bajra(0.178) > Jowar(0.238) > Groundnut(0.297) > Maize(0.337) > Rice(0.593),1000,400,60.0,0.431,Rice,1466.4
Tirupathur,Groundwater-dependent,1.0,-0.345,3yr,Samba,4.7,Stable/recovering,Groundnut,Bajra,True,Bajra(0.201) > Jowar(0.260) > Groundnut(0.319) > Maize(0.359) > Rice(0.616),1000,400,60.0,0.431,Rice,1466.4
Tirupathur,Groundwater-dependent,1.0,-0.345,3yr,Kuruvai,4.7,Stable/recovering,Groundnut,Bajra,True,Bajra(0.178) > Jowar(0.238) > Groundnut(0.297) > Maize(0.337) > Rice(0.593),1000,400,60.0,0.431,Rice,1466.4
Tirupathur,Groundwater-dependent,1.0,-0.345,5yr,Samba,4.76,Stable/recovering,Groundnut,Bajra,True,Bajra(0.201) > Jowar(0.260) > Groundnut(0.319) > Maize(0.359) > Rice(0.616),1000,400,60.0,0.431,Rice,1466.4
Tirupathur,Groundwater-dependent,1.0,-0.345,5yr,Kuruvai,4.76,Stable/recovering,Groundnut,Bajra,True,Bajra(0.178) > Jowar(0.238) > Groundnut(0.297) > Maize(0.337) > Rice(0.593),1000,400,60.0,0.431,Rice,1466.4
Tiruppur,Groundwater-dependent,0.766,-0.036,1yr,Samba,9.33,Stable/recovering,Jowar,Bajra,False,Bajra(0.224) > Groundnut(0.292) > Maize(0.316) > Jowar(0.522),700,400,42.9,0.0,Jowar,1133.4
Tiruppur,Groundwater-dependent,0.766,-0.036,1yr,Kuruvai,9.33,Stable/recovering,Jowar,Bajra,True,Bajra(0.238) > Groundnut(0.306) > Maize(0.330) > Rice(0.486) > Jowar(0.537),700,400,42.9,0.0,Jowar,1133.4
Tiruppur,Groundwater-dependent,0.766,-0.036,3yr,Samba,9.29,Stable/recovering,Jowar,Bajra,False,Bajra(0.224) > Groundnut(0.292) > Maize(0.316) > Jowar(0.522),700,400,42.9,0.0,Jowar,1133.4
Tiruppur,Groundwater-dependent,0.766,-0.036,3yr,Kuruvai,9.29,Stable/recovering,Jowar,Bajra,True,Bajra(0.238) > Groundnut(0.306) > Maize(0.330) > Rice(0.486) > Jowar(0.537),700,400,42.9,0.0,Jowar,1133.4
Tiruppur,Groundwater-dependent,0.766,-0.036,5yr,Samba,9.23,Stable/recovering,Jowar,Bajra,False,Bajra(0.224) > Groundnut(0.292) > Maize(0.316) > Jowar(0.522),700,400,42.9,0.0,Jowar,1133.4
Tiruppur,Groundwater-dependent,0.766,-0.036,5yr,Kuruvai,9.23,Stable/recovering,Jowar,Bajra,True,Bajra(0.238) > Groundnut(0.306) > Maize(0.330) > Rice(0.486) > Jowar(0.537),700,400,42.9,0.0,Jowar,1133.4
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,1yr,Samba,5.02,Stable/recovering,Rice,Jowar,True,Jowar(0.290) > Groundnut(0.303) > Maize(0.327) > Bajra(0.478) > Rice(0.483),2500,700,72.0,0.0,Bajra,2047.7
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,1yr,Kuruvai,5.02,Stable/recovering,Rice,Jowar,True,Jowar(0.285) > Groundnut(0.298) > Maize(0.322) > Bajra(0.473) > Rice(0.478),2500,700,72.0,0.0,Bajra,2047.7
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,3yr,Samba,4.94,Stable/recovering,Rice,Jowar,True,Jowar(0.290) > Groundnut(0.303) > Maize(0.327) > Bajra(0.478) > Rice(0.483),2500,700,72.0,0.0,Bajra,2047.7
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,3yr,Kuruvai,4.94,Stable/recovering,Rice,Jowar,True,Jowar(0.285) > Groundnut(0.298) > Maize(0.322) > Bajra(0.473) > Rice(0.478),2500,700,72.0,0.0,Bajra,2047.7
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,5yr,Samba,4.9,Stable/recovering,Rice,Jowar,True,Jowar(0.290) > Groundnut(0.303) > Maize(0.327) > Bajra(0.478) > Rice(0.483),2500,700,72.0,0.0,Bajra,2047.7
Tiruvannamalai,Groundwater-dependent,0.944,-0.096,5yr,Kuruvai,4.9,Stable/recovering,Rice,Jowar,True,Jowar(0.285) > Groundnut(0.298) > Maize(0.322) > Bajra(0.473) > Rice(0.478),2500,700,72.0,0.0,Bajra,2047.7
Vellore,Groundwater-dependent,1.0,-0.175,1yr,Samba,5.53,Stable/recovering,Groundnut,Bajra,True,Bajra(0.266) > Jowar(0.284) > Groundnut(0.320) > Maize(0.401) > Rice(0.605),1000,400,60.0,0.4343,Rice,1482.5
Vellore,Groundwater-dependent,1.0,-0.175,1yr,Kuruvai,5.53,Stable/recovering,Groundnut,Bajra,True,Bajra(0.255) > Jowar(0.273) > Groundnut(0.309) > Maize(0.389) > Rice(0.594),1000,400,60.0,0.4343,Rice,1482.5
Vellore,Groundwater-dependent,1.0,-0.175,3yr,Samba,5.51,Stable/recovering,Groundnut,Bajra,True,Bajra(0.266) > Jowar(0.284) > Groundnut(0.320) > Maize(0.401) > Rice(0.605),1000,400,60.0,0.4343,Rice,1482.5
